Year,Month,Day,Max (F),Min (F),Max (C),Min (C),year,month,meant,maxtp,mintp,mnmax,mnmin,rain,gmin,wdsp,maxgt,sun
1960.0,10.0,24.0,57.0,41.0,13.9,5.0,,,,,,,,,,,,
1960.0,10.0,25.0,53.0,44.0,11.7,6.7,,,,,,,,,,,,
1960.0,10.0,26.0,57.0,35.0,13.9,1.7,,,,,,,,,,,,
1960.0,10.0,27.0,55.0,36.0,12.8,2.2,,,,,,,,,,,,
1960.0,10.0,28.0,54.0,48.0,12.2,8.9,,,,,,,,,,,,
1960.0,10.0,29.0,53.0,48.0,11.7,8.9,,,,,,,,,,,,
1960.0,10.0,30.0,54.0,45.0,12.2,7.2,,,,,,,,,,,,
1960.0,10.0,31.0,54.0,37.0,12.2,2.8,,,,,,,,,,,,
1960.0,11.0,1.0,57.0,41.0,13.9,5.0,,,,,,,,,,,,
1960.0,11.0,2.0,47.0,42.0,8.3,5.6,,,,,,,,,,,,
1960.0,11.0,3.0,45.0,37.0,7.2,2.8,,,,,,,,,,,,
1960.0,11.0,4.0,51.0,36.0,10.6,2.2,,,,,,,,,,,,
1960.0,11.0,5.0,52.0,41.0,11.1,5.0,,,,,,,,,,,,
1960.0,11.0,6.0,49.0,35.0,9.4,1.7,,,,,,,,,,,,
1960.0,11.0,7.0,47.0,22.0,8.3,-5.6,,,,,,,,,,,,
1960.0,11.0,8.0,48.0,27.0,8.9,-2.8,,,,,,,,,,,,
1960.0,11.0,9.0,46.0,35.0,7.8,1.7,,,,,,,,,,,,
1960.0,11.0,10.0,50.0,36.0,10.0,2.2,,,,,,,,,,,,
1960.0,11.0,11.0,50.0,43.0,10.0,6.1,,,,,,,,,,,,
1960.0,11.0,12.0,53.0,44.0,11.7,6.7,,,,,,,,,,,,
1960.0,11.0,13.0,51.0,40.0,10.6,4.4,,,,,,,,,,,,
1960.0,11.0,14.0,47.0,37.0,8.3,2.8,,,,,,,,,,,,
1960.0,11.0,15.0,45.0,37.0,7.2,2.8,,,,,,,,,,,,
1960.0,11.0,16.0,48.0,35.0,8.9,1.7,,,,,,,,,,,,
1960.0,11.0,17.0,48.0,30.0,8.9,-1.1,,,,,,,,,,,,
1960.0,11.0,18.0,42.0,29.0,5.6,-1.7,,,,,,,,,,,,
1960.0,11.0,19.0,47.0,33.0,8.3,0.6,,,,,,,,,,,,
1960.0,11.0,20.0,48.0,33.0,8.9,0.6,,,,,,,,,,,,
1960.0,11.0,21.0,49.0,33.0,9.4,0.6,,,,,,,,,,,,
1960.0,11.0,22.0,51.0,40.0,10.6,4.4,,,,,,,,,,,,
1960.0,11.0,23.0,50.0,38.0,10.0,3.3,,,,,,,,,,,,
1960.0,11.0,24.0,50.0,39.0,10.0,3.9,,,,,,,,,,,,
1960.0,11.0,25.0,46.0,37.0,7.8,2.8,,,,,,,,,,,,
1960.0,11.0,26.0,48.0,41.0,8.9,5.0,,,,,,,,,,,,
1960.0,11.0,27.0,47.0,33.0,8.3,0.6,,,,,,,,,,,,
1960.0,11.0,28.0,50.0,31.0,10.0,-0.6,,,,,,,,,,,,
1960.0,11.0,29.0,53.0,40.0,11.7,4.4,,,,,,,,,,,,
1960.0,11.0,30.0,56.0,49.0,13.3,9.4,,,,,,,,,,,,
1960.0,12.0,1.0,46.0,41.0,7.8,5.0,,,,,,,,,,,,
1960.0,12.0,2.0,51.0,32.0,10.6,0.0,,,,,,,,,,,,
1960.0,12.0,3.0,50.0,41.0,10.0,5.0,,,,,,,,,,,,
1960.0,12.0,4.0,44.0,38.0,6.7,3.3,,,,,,,,,,,,
1960.0,12.0,5.0,41.0,34.0,5.0,1.1,,,,,,,,,,,,
1960.0,12.0,6.0,42.0,27.0,5.6,-2.8,,,,,,,,,,,,
1960.0,12.0,7.0,33.0,25.0,0.6,-3.9,,,,,,,,,,,,
1960.0,12.0,8.0,35.0,29.0,1.7,-1.7,,,,,,,,,,,,
1960.0,12.0,9.0,38.0,27.0,3.3,-2.8,,,,,,,,,,,,
1960.0,12.0,10.0,38.0,20.0,3.3,-6.7,,,,,,,,,,,,
1960.0,12.0,11.0,36.0,22.0,2.2,-5.6,,,,,,,,,,,,
1960.0,12.0,12.0,41.0,27.0,5.0,-2.8,,,,,,,,,,,,
1960.0,12.0,13.0,39.0,25.0,3.9,-3.9,,,,,,,,,,,,
1960.0,12.0,14.0,37.0,26.0,2.8,-3.3,,,,,,,,,,,,
1960.0,12.0,15.0,43.0,25.0,6.1,-3.9,,,,,,,,,,,,
1960.0,12.0,16.0,49.0,32.0,9.4,0.0,,,,,,,,,,,,
1960.0,12.0,17.0,51.0,40.0,10.6,4.4,,,,,,,,,,,,
1960.0,12.0,18.0,45.0,41.0,7.2,5.0,,,,,,,,,,,,
1960.0,12.0,19.0,40.0,30.0,4.4,-1.1,,,,,,,,,,,,
1960.0,12.0,20.0,44.0,25.0,6.7,-3.9,,,,,,,,,,,,
1960.0,12.0,21.0,45.0,29.0,7.2,-1.7,,,,,,,,,,,,
1960.0,12.0,22.0,48.0,30.0,8.9,-1.1,,,,,,,,,,,,
1960.0,12.0,23.0,45.0,37.0,7.2,2.8,,,,,,,,,,,,
1960.0,12.0,24.0,44.0,30.0,6.7,-1.1,,,,,,,,,,,,
1960.0,12.0,25.0,51.0,36.0,10.6,2.2,,,,,,,,,,,,
1960.0,12.0,26.0,40.0,34.0,4.4,1.1,,,,,,,,,,,,
1960.0,12.0,27.0,38.0,33.0,3.3,0.6,,,,,,,,,,,,
1960.0,12.0,28.0,41.0,30.0,5.0,-1.1,,,,,,,,,,,,
1960.0,12.0,29.0,47.0,30.0,8.3,-1.1,,,,,,,,,,,,
1960.0,12.0,30.0,41.0,31.0,5.0,-0.6,,,,,,,,,,,,
1960.0,12.0,31.0,44.0,34.0,6.7,1.1,,,,,,,,,,,,
1961.0,1.0,1.0,45.0,37.0,7.2,2.8,,,,,,,,,,,,
1961.0,1.0,2.0,41.0,33.0,5.0,0.6,,,,,,,,,,,,
1961.0,1.0,3.0,42.0,31.0,5.6,-0.6,,,,,,,,,,,,
1961.0,1.0,4.0,46.0,28.0,7.8,-2.2,,,,,,,,,,,,
1961.0,1.0,5.0,42.0,28.0,5.6,-2.2,,,,,,,,,,,,
1961.0,1.0,6.0,46.0,35.0,7.8,1.7,,,,,,,,,,,,
1961.0,1.0,7.0,45.0,25.0,7.2,-3.9,,,,,,,,,,,,
1961.0,1.0,8.0,42.0,33.0,5.6,0.6,,,,,,,,,,,,
1961.0,1.0,9.0,42.0,32.0,5.6,0.0,,,,,,,,,,,,
1961.0,1.0,10.0,42.0,33.0,5.6,0.6,,,,,,,,,,,,
1961.0,1.0,11.0,50.0,20.0,10.0,-6.7,,,,,,,,,,,,
1961.0,1.0,12.0,52.0,30.0,11.1,-1.1,,,,,,,,,,,,
1961.0,1.0,13.0,47.0,31.0,8.3,-0.6,,,,,,,,,,,,
1961.0,1.0,14.0,39.0,22.0,3.9,-5.6,,,,,,,,,,,,
1961.0,1.0,15.0,38.0,22.0,3.3,-5.6,,,,,,,,,,,,
1961.0,1.0,16.0,38.0,25.0,3.3,-3.9,,,,,,,,,,,,
1961.0,1.0,17.0,47.0,34.0,8.3,1.1,,,,,,,,,,,,
1961.0,1.0,18.0,48.0,35.0,8.9,1.7,,,,,,,,,,,,
1961.0,1.0,19.0,43.0,34.0,6.1,1.1,,,,,,,,,,,,
1961.0,1.0,20.0,47.0,35.0,8.3,1.7,,,,,,,,,,,,
1961.0,1.0,21.0,49.0,35.0,9.4,1.7,,,,,,,,,,,,
1961.0,1.0,22.0,45.0,38.0,7.2,3.3,,,,,,,,,,,,
1961.0,1.0,23.0,43.0,32.0,6.1,0.0,,,,,,,,,,,,
1961.0,1.0,24.0,41.0,37.0,5.0,2.8,,,,,,,,,,,,
1961.0,1.0,25.0,39.0,34.0,3.9,1.1,,,,,,,,,,,,
1961.0,1.0,26.0,52.0,34.0,11.1,1.1,,,,,,,,,,,,
1961.0,1.0,27.0,46.0,38.0,7.8,3.3,,,,,,,,,,,,
1961.0,1.0,28.0,51.0,36.0,10.6,2.2,,,,,,,,,,,,
1961.0,1.0,29.0,50.0,36.0,10.0,2.2,,,,,,,,,,,,
1961.0,1.0,30.0,46.0,34.0,7.8,1.1,,,,,,,,,,,,
1961.0,1.0,31.0,37.0,34.0,2.8,1.1,,,,,,,,,,,,
1961.0,2.0,1.0,44.0,30.0,6.7,-1.1,,,,,,,,,,,,
1961.0,2.0,2.0,49.0,34.0,9.4,1.1,,,,,,,,,,,,
1961.0,2.0,3.0,44.0,28.0,6.7,-2.2,,,,,,,,,,,,
1961.0,2.0,4.0,50.0,30.0,10.0,-1.1,,,,,,,,,,,,
1961.0,2.0,5.0,54.0,40.0,12.2,4.4,,,,,,,,,,,,
1961.0,2.0,6.0,45.0,37.0,7.2,2.8,,,,,,,,,,,,
1961.0,2.0,7.0,52.0,38.0,11.1,3.3,,,,,,,,,,,,
1961.0,2.0,8.0,56.0,40.0,13.3,4.4,,,,,,,,,,,,
1961.0,2.0,9.0,52.0,41.0,11.1,5.0,,,,,,,,,,,,
1961.0,2.0,10.0,54.0,41.0,12.2,5.0,,,,,,,,,,,,
1961.0,2.0,11.0,50.0,41.0,10.0,5.0,,,,,,,,,,,,
1961.0,2.0,12.0,53.0,42.0,11.7,5.6,,,,,,,,,,,,
1961.0,2.0,13.0,53.0,45.0,11.7,7.2,,,,,,,,,,,,
1961.0,2.0,14.0,51.0,48.0,10.6,8.9,,,,,,,,,,,,
1961.0,2.0,15.0,51.0,38.0,10.6,3.3,,,,,,,,,,,,
1961.0,2.0,16.0,51.0,44.0,10.6,6.7,,,,,,,,,,,,
1961.0,2.0,17.0,53.0,46.0,11.7,7.8,,,,,,,,,,,,
1961.0,2.0,18.0,54.0,42.0,12.2,5.6,,,,,,,,,,,,
1961.0,2.0,19.0,53.0,44.0,11.7,6.7,,,,,,,,,,,,
1961.0,2.0,20.0,52.0,45.0,11.1,7.2,,,,,,,,,,,,
1961.0,2.0,21.0,47.0,40.0,8.3,4.4,,,,,,,,,,,,
1961.0,2.0,22.0,46.0,41.0,7.8,5.0,,,,,,,,,,,,
1961.0,2.0,23.0,49.0,40.0,9.4,4.4,,,,,,,,,,,,
1961.0,2.0,24.0,52.0,41.0,11.1,5.0,,,,,,,,,,,,
1961.0,2.0,25.0,46.0,34.0,7.8,1.1,,,,,,,,,,,,
1961.0,2.0,26.0,52.0,37.0,11.1,2.8,,,,,,,,,,,,
1961.0,2.0,27.0,48.0,36.0,8.9,2.2,,,,,,,,,,,,
1961.0,2.0,28.0,52.0,37.0,11.1,2.8,,,,,,,,,,,,
1961.0,3.0,1.0,52.0,43.0,11.1,6.1,,,,,,,,,,,,
1961.0,3.0,2.0,53.0,42.0,11.7,5.6,,,,,,,,,,,,
1961.0,3.0,3.0,53.0,38.0,11.7,3.3,,,,,,,,,,,,
1961.0,3.0,4.0,57.0,46.0,13.9,7.8,,,,,,,,,,,,
1961.0,3.0,5.0,60.0,41.0,15.6,5.0,,,,,,,,,,,,
1961.0,3.0,6.0,56.0,45.0,13.3,7.2,,,,,,,,,,,,
1961.0,3.0,7.0,61.0,40.0,16.1,4.4,,,,,,,,,,,,
1961.0,3.0,8.0,63.0,46.0,17.2,7.8,,,,,,,,,,,,
1961.0,3.0,9.0,55.0,42.0,12.8,5.6,,,,,,,,,,,,
1961.0,3.0,10.0,50.0,44.0,10.0,6.7,,,,,,,,,,,,
1961.0,3.0,11.0,58.0,41.0,14.4,5.0,,,,,,,,,,,,
1961.0,3.0,12.0,56.0,48.0,13.3,8.9,,,,,,,,,,,,
1961.0,3.0,13.0,59.0,49.0,15.0,9.4,,,,,,,,,,,,
1961.0,3.0,14.0,58.0,48.0,14.4,8.9,,,,,,,,,,,,
1961.0,3.0,15.0,59.0,46.0,15.0,7.8,,,,,,,,,,,,
1961.0,3.0,16.0,60.0,42.0,15.6,5.6,,,,,,,,,,,,
1961.0,3.0,17.0,49.0,37.0,9.4,2.8,,,,,,,,,,,,
1961.0,3.0,18.0,47.0,37.0,8.3,2.8,,,,,,,,,,,,
1961.0,3.0,19.0,48.0,34.0,8.9,1.1,,,,,,,,,,,,
1961.0,3.0,20.0,50.0,40.0,10.0,4.4,,,,,,,,,,,,
1961.0,3.0,21.0,52.0,40.0,11.1,4.4,,,,,,,,,,,,
1961.0,3.0,22.0,52.0,43.0,11.1,6.1,,,,,,,,,,,,
1961.0,3.0,23.0,53.0,42.0,11.7,5.6,,,,,,,,,,,,
1961.0,3.0,24.0,53.0,45.0,11.7,7.2,,,,,,,,,,,,
1961.0,3.0,25.0,53.0,44.0,11.7,6.7,,,,,,,,,,,,
1961.0,3.0,26.0,50.0,43.0,10.0,6.1,,,,,,,,,,,,
1961.0,3.0,27.0,49.0,37.0,9.4,2.8,,,,,,,,,,,,
1961.0,3.0,28.0,56.0,34.0,13.3,1.1,,,,,,,,,,,,
1961.0,3.0,29.0,55.0,43.0,12.8,6.1,,,,,,,,,,,,
1961.0,3.0,30.0,54.0,45.0,12.2,7.2,,,,,,,,,,,,
1961.0,3.0,31.0,54.0,45.0,12.2,7.2,,,,,,,,,,,,
1961.0,4.0,1.0,54.0,46.0,12.2,7.8,,,,,,,,,,,,
1961.0,4.0,2.0,51.0,39.0,10.6,3.9,,,,,,,,,,,,
1961.0,4.0,3.0,46.0,31.0,7.8,-0.6,,,,,,,,,,,,
1961.0,4.0,4.0,46.0,33.0,7.8,0.6,,,,,,,,,,,,
1961.0,4.0,5.0,51.0,34.0,10.6,1.1,,,,,,,,,,,,
1961.0,4.0,6.0,52.0,42.0,11.1,5.6,,,,,,,,,,,,
1961.0,4.0,7.0,54.0,25.0,12.2,-3.9,,,,,,,,,,,,
1961.0,4.0,8.0,56.0,29.0,13.3,-1.7,,,,,,,,,,,,
1961.0,4.0,9.0,57.0,44.0,13.9,6.7,,,,,,,,,,,,
1961.0,4.0,10.0,60.0,50.0,15.6,10.0,,,,,,,,,,,,
1961.0,4.0,11.0,56.0,41.0,13.3,5.0,,,,,,,,,,,,
1961.0,4.0,12.0,55.0,45.0,12.8,7.2,,,,,,,,,,,,
1961.0,4.0,13.0,56.0,44.0,13.3,6.7,,,,,,,,,,,,
1961.0,4.0,14.0,56.0,38.0,13.3,3.3,,,,,,,,,,,,
1961.0,4.0,15.0,54.0,40.0,12.2,4.4,,,,,,,,,,,,
1961.0,4.0,16.0,61.0,38.0,16.1,3.3,,,,,,,,,,,,
1961.0,4.0,17.0,53.0,33.0,11.7,0.6,,,,,,,,,,,,
1961.0,4.0,18.0,59.0,41.0,15.0,5.0,,,,,,,,,,,,
1961.0,4.0,19.0,62.0,48.0,16.7,8.9,,,,,,,,,,,,
1961.0,4.0,20.0,54.0,41.0,12.2,5.0,,,,,,,,,,,,
1961.0,4.0,21.0,58.0,42.0,14.4,5.6,,,,,,,,,,,,
1961.0,4.0,22.0,56.0,45.0,13.3,7.2,,,,,,,,,,,,
1961.0,4.0,23.0,54.0,44.0,12.2,6.7,,,,,,,,,,,,
1961.0,4.0,24.0,56.0,34.0,13.3,1.1,,,,,,,,,,,,
1961.0,4.0,25.0,51.0,34.0,10.6,1.1,,,,,,,,,,,,
1961.0,4.0,26.0,59.0,46.0,15.0,7.8,,,,,,,,,,,,
1961.0,4.0,27.0,60.0,44.0,15.6,6.7,,,,,,,,,,,,
1961.0,4.0,28.0,64.0,34.0,17.8,1.1,,,,,,,,,,,,
1961.0,4.0,29.0,62.0,37.0,16.7,2.8,,,,,,,,,,,,
1961.0,4.0,30.0,59.0,47.0,15.0,8.3,,,,,,,,,,,,
1961.0,5.0,1.0,62.0,44.0,16.7,6.7,,,,,,,,,,,,
1961.0,5.0,2.0,54.0,43.0,12.2,6.1,,,,,,,,,,,,
1961.0,5.0,3.0,58.0,42.0,14.4,5.6,,,,,,,,,,,,
1961.0,5.0,4.0,57.0,46.0,13.9,7.8,,,,,,,,,,,,
1961.0,5.0,5.0,58.0,42.0,14.4,5.6,,,,,,,,,,,,
1961.0,5.0,6.0,56.0,47.0,13.3,8.3,,,,,,,,,,,,
1961.0,5.0,7.0,56.0,42.0,13.3,5.6,,,,,,,,,,,,
1961.0,5.0,8.0,55.0,46.0,12.8,7.8,,,,,,,,,,,,
1961.0,5.0,9.0,58.0,45.0,14.4,7.2,,,,,,,,,,,,
1961.0,5.0,10.0,68.0,33.0,20.0,0.6,,,,,,,,,,,,
1961.0,5.0,11.0,69.0,41.0,20.6,5.0,,,,,,,,,,,,
1961.0,5.0,12.0,69.0,35.0,20.6,1.7,,,,,,,,,,,,
1961.0,5.0,13.0,73.0,42.0,22.8,5.6,,,,,,,,,,,,
1961.0,5.0,14.0,54.0,50.0,12.2,10.0,,,,,,,,,,,,
1961.0,5.0,15.0,60.0,50.0,15.6,10.0,,,,,,,,,,,,
1961.0,5.0,16.0,56.0,43.0,13.3,6.1,,,,,,,,,,,,
1961.0,5.0,17.0,65.0,35.0,18.3,1.7,,,,,,,,,,,,
1961.0,5.0,18.0,62.0,33.0,16.7,0.6,,,,,,,,,,,,
1961.0,5.0,19.0,62.0,38.0,16.7,3.3,,,,,,,,,,,,
1961.0,5.0,20.0,58.0,48.0,14.4,8.9,,,,,,,,,,,,
1961.0,5.0,21.0,63.0,34.0,17.2,1.1,,,,,,,,,,,,
1961.0,5.0,22.0,55.0,39.0,12.8,3.9,,,,,,,,,,,,
1961.0,5.0,23.0,61.0,46.0,16.1,7.8,,,,,,,,,,,,
1961.0,5.0,24.0,59.0,48.0,15.0,8.9,,,,,,,,,,,,
1961.0,5.0,25.0,58.0,41.0,14.4,5.0,,,,,,,,,,,,
1961.0,5.0,26.0,55.0,40.0,12.8,4.4,,,,,,,,,,,,
1961.0,5.0,27.0,56.0,37.0,13.3,2.8,,,,,,,,,,,,
1961.0,5.0,28.0,57.0,28.0,13.9,-2.2,,,,,,,,,,,,
1961.0,5.0,29.0,54.0,45.0,12.2,7.2,,,,,,,,,,,,
1961.0,5.0,30.0,52.0,47.0,11.1,8.3,,,,,,,,,,,,
1961.0,5.0,31.0,61.0,37.0,16.1,2.8,,,,,,,,,,,,
1961.0,6.0,1.0,59.0,35.0,15.0,1.7,,,,,,,,,,,,
1961.0,6.0,2.0,62.0,45.0,16.7,7.2,,,,,,,,,,,,
1961.0,6.0,3.0,62.0,53.0,16.7,11.7,,,,,,,,,,,,
1961.0,6.0,4.0,64.0,42.0,17.8,5.6,,,,,,,,,,,,
1961.0,6.0,5.0,58.0,52.0,14.4,11.1,,,,,,,,,,,,
1961.0,6.0,6.0,61.0,48.0,16.1,8.9,,,,,,,,,,,,
1961.0,6.0,7.0,60.0,49.0,15.6,9.4,,,,,,,,,,,,
1961.0,6.0,8.0,57.0,41.0,13.9,5.0,,,,,,,,,,,,
1961.0,6.0,9.0,60.0,44.0,15.6,6.7,,,,,,,,,,,,
1961.0,6.0,10.0,61.0,48.0,16.1,8.9,,,,,,,,,,,,
1961.0,6.0,11.0,65.0,43.0,18.3,6.1,,,,,,,,,,,,
1961.0,6.0,12.0,60.0,50.0,15.6,10.0,,,,,,,,,,,,
1961.0,6.0,13.0,66.0,35.0,18.9,1.7,,,,,,,,,,,,
1961.0,6.0,14.0,64.0,42.0,17.8,5.6,,,,,,,,,,,,
1961.0,6.0,15.0,63.0,52.0,17.2,11.1,,,,,,,,,,,,
1961.0,6.0,16.0,60.0,47.0,15.6,8.3,,,,,,,,,,,,
1961.0,6.0,17.0,58.0,45.0,14.4,7.2,,,,,,,,,,,,
1961.0,6.0,18.0,60.0,49.0,15.6,9.4,,,,,,,,,,,,
1961.0,6.0,19.0,58.0,48.0,14.4,8.9,,,,,,,,,,,,
1961.0,6.0,20.0,58.0,48.0,14.4,8.9,,,,,,,,,,,,
1961.0,6.0,21.0,62.0,36.0,16.7,2.2,,,,,,,,,,,,
1961.0,6.0,22.0,63.0,51.0,17.2,10.6,,,,,,,,,,,,
1961.0,6.0,23.0,70.0,45.0,21.1,7.2,,,,,,,,,,,,
1961.0,6.0,24.0,68.0,51.0,20.0,10.6,,,,,,,,,,,,
1961.0,6.0,25.0,60.0,54.0,15.6,12.2,,,,,,,,,,,,
1961.0,6.0,26.0,60.0,49.0,15.6,9.4,,,,,,,,,,,,
1961.0,6.0,27.0,59.0,44.0,15.0,6.7,,,,,,,,,,,,
1961.0,6.0,28.0,63.0,51.0,17.2,10.6,,,,,,,,,,,,
1961.0,6.0,29.0,68.0,54.0,20.0,12.2,,,,,,,,,,,,
1961.0,6.0,30.0,67.0,53.0,19.4,11.7,,,,,,,,,,,,
1961.0,7.0,1.0,63.0,53.0,17.2,11.7,,,,,,,,,,,,
1961.0,7.0,2.0,64.0,41.0,17.8,5.0,,,,,,,,,,,,
1961.0,7.0,3.0,58.0,54.0,14.4,12.2,,,,,,,,,,,,
1961.0,7.0,4.0,60.0,50.0,15.6,10.0,,,,,,,,,,,,
1961.0,7.0,5.0,60.0,50.0,15.6,10.0,,,,,,,,,,,,
1961.0,7.0,6.0,66.0,52.0,18.9,11.1,,,,,,,,,,,,
1961.0,7.0,7.0,64.0,55.0,17.8,12.8,,,,,,,,,,,,
1961.0,7.0,8.0,66.0,55.0,18.9,12.8,,,,,,,,,,,,
1961.0,7.0,9.0,58.0,52.0,14.4,11.1,,,,,,,,,,,,
1961.0,7.0,10.0,60.0,53.0,15.6,11.7,,,,,,,,,,,,
1961.0,7.0,11.0,62.0,51.0,16.7,10.6,,,,,,,,,,,,
1961.0,7.0,12.0,60.0,55.0,15.6,12.8,,,,,,,,,,,,
1961.0,7.0,13.0,57.0,49.0,13.9,9.4,,,,,,,,,,,,
1961.0,7.0,14.0,60.0,47.0,15.6,8.3,,,,,,,,,,,,
1961.0,7.0,15.0,60.0,47.0,15.6,8.3,,,,,,,,,,,,
1961.0,7.0,16.0,58.0,51.0,14.4,10.6,,,,,,,,,,,,
1961.0,7.0,17.0,65.0,50.0,18.3,10.0,,,,,,,,,,,,
1961.0,7.0,18.0,62.0,41.0,16.7,5.0,,,,,,,,,,,,
1961.0,7.0,19.0,62.0,42.0,16.7,5.6,,,,,,,,,,,,
1961.0,7.0,20.0,59.0,37.0,15.0,2.8,,,,,,,,,,,,
1961.0,7.0,21.0,58.0,51.0,14.4,10.6,,,,,,,,,,,,
1961.0,7.0,22.0,63.0,48.0,17.2,8.9,,,,,,,,,,,,
1961.0,7.0,23.0,62.0,44.0,16.7,6.7,,,,,,,,,,,,
1961.0,7.0,24.0,67.0,51.0,19.4,10.6,,,,,,,,,,,,
1961.0,7.0,25.0,65.0,53.0,18.3,11.7,,,,,,,,,,,,
1961.0,7.0,26.0,60.0,53.0,15.6,11.7,,,,,,,,,,,,
1961.0,7.0,27.0,58.0,48.0,14.4,8.9,,,,,,,,,,,,
1961.0,7.0,28.0,61.0,42.0,16.1,5.6,,,,,,,,,,,,
1961.0,7.0,29.0,68.0,50.0,20.0,10.0,,,,,,,,,,,,
1961.0,7.0,30.0,64.0,55.0,17.8,12.8,,,,,,,,,,,,
1961.0,7.0,31.0,65.0,43.0,18.3,6.1,,,,,,,,,,,,
1961.0,8.0,1.0,63.0,43.0,17.2,6.1,,,,,,,,,,,,
1961.0,8.0,2.0,61.0,47.0,16.1,8.3,,,,,,,,,,,,
1961.0,8.0,3.0,63.0,48.0,17.2,8.9,,,,,,,,,,,,
1961.0,8.0,4.0,64.0,53.0,17.8,11.7,,,,,,,,,,,,
1961.0,8.0,5.0,63.0,51.0,17.2,10.6,,,,,,,,,,,,
1961.0,8.0,6.0,61.0,48.0,16.1,8.9,,,,,,,,,,,,
1961.0,8.0,7.0,62.0,38.0,16.7,3.3,,,,,,,,,,,,
1961.0,8.0,8.0,64.0,48.0,17.8,8.9,,,,,,,,,,,,
1961.0,8.0,9.0,63.0,45.0,17.2,7.2,,,,,,,,,,,,
1961.0,8.0,10.0,61.0,51.0,16.1,10.6,,,,,,,,,,,,
1961.0,8.0,11.0,62.0,47.0,16.7,8.3,,,,,,,,,,,,
1961.0,8.0,12.0,58.0,36.0,14.4,2.2,,,,,,,,,,,,
1961.0,8.0,13.0,63.0,50.0,17.2,10.0,,,,,,,,,,,,
1961.0,8.0,14.0,61.0,54.0,16.1,12.2,,,,,,,,,,,,
1961.0,8.0,15.0,62.0,53.0,16.7,11.7,,,,,,,,,,,,
1961.0,8.0,16.0,62.0,53.0,16.7,11.7,,,,,,,,,,,,
1961.0,8.0,17.0,69.0,54.0,20.6,12.2,,,,,,,,,,,,
1961.0,8.0,18.0,60.0,53.0,15.6,11.7,,,,,,,,,,,,
1961.0,8.0,19.0,62.0,54.0,16.7,12.2,,,,,,,,,,,,
1961.0,8.0,20.0,67.0,51.0,19.4,10.6,,,,,,,,,,,,
1961.0,8.0,21.0,60.0,53.0,15.6,11.7,,,,,,,,,,,,
1961.0,8.0,22.0,61.0,53.0,16.1,11.7,,,,,,,,,,,,
1961.0,8.0,23.0,65.0,50.0,18.3,10.0,,,,,,,,,,,,
1961.0,8.0,24.0,64.0,36.0,17.8,2.2,,,,,,,,,,,,
1961.0,8.0,25.0,65.0,52.0,18.3,11.1,,,,,,,,,,,,
1961.0,8.0,26.0,64.0,48.0,17.8,8.9,,,,,,,,,,,,
1961.0,8.0,27.0,67.0,50.0,19.4,10.0,,,,,,,,,,,,
1961.0,8.0,28.0,76.0,57.0,24.4,13.9,,,,,,,,,,,,
1961.0,8.0,29.0,71.0,58.0,21.7,14.4,,,,,,,,,,,,
1961.0,8.0,30.0,65.0,45.0,18.3,7.2,,,,,,,,,,,,
1961.0,8.0,31.0,69.0,50.0,20.6,10.0,,,,,,,,,,,,
1961.0,9.0,1.0,67.0,40.0,19.4,4.4,,,,,,,,,,,,
1961.0,9.0,2.0,65.0,58.0,18.3,14.4,,,,,,,,,,,,
1961.0,9.0,3.0,62.0,55.0,16.7,12.8,,,,,,,,,,,,
1961.0,9.0,4.0,65.0,55.0,18.3,12.8,,,,,,,,,,,,
1961.0,9.0,5.0,60.0,47.0,15.6,8.3,,,,,,,,,,,,
1961.0,9.0,6.0,59.0,49.0,15.0,9.4,,,,,,,,,,,,
1961.0,9.0,7.0,60.0,46.0,15.6,7.8,,,,,,,,,,,,
1961.0,9.0,8.0,61.0,39.0,16.1,3.9,,,,,,,,,,,,
1961.0,9.0,9.0,63.0,50.0,17.2,10.0,,,,,,,,,,,,
1961.0,9.0,10.0,67.0,50.0,19.4,10.0,,,,,,,,,,,,
1961.0,9.0,11.0,63.0,44.0,17.2,6.7,,,,,,,,,,,,
1961.0,9.0,12.0,67.0,44.0,19.4,6.7,,,,,,,,,,,,
1961.0,9.0,13.0,62.0,49.0,16.7,9.4,,,,,,,,,,,,
1961.0,9.0,14.0,64.0,46.0,17.8,7.8,,,,,,,,,,,,
1961.0,9.0,15.0,63.0,53.0,17.2,11.7,,,,,,,,,,,,
1961.0,9.0,16.0,63.0,52.0,17.2,11.1,,,,,,,,,,,,
1961.0,9.0,17.0,64.0,44.0,17.8,6.7,,,,,,,,,,,,
1961.0,9.0,18.0,65.0,39.0,18.3,3.9,,,,,,,,,,,,
1961.0,9.0,19.0,69.0,50.0,20.6,10.0,,,,,,,,,,,,
1961.0,9.0,20.0,62.0,46.0,16.7,7.8,,,,,,,,,,,,
1961.0,9.0,21.0,65.0,50.0,18.3,10.0,,,,,,,,,,,,
1961.0,9.0,22.0,67.0,48.0,19.4,8.9,,,,,,,,,,,,
1961.0,9.0,23.0,61.0,53.0,16.1,11.7,,,,,,,,,,,,
1961.0,9.0,24.0,60.0,33.0,15.6,0.6,,,,,,,,,,,,
1961.0,9.0,25.0,60.0,47.0,15.6,8.3,,,,,,,,,,,,
1961.0,9.0,26.0,58.0,54.0,14.4,12.2,,,,,,,,,,,,
