Year,Month,Day,Max (F),Min (F),Max (C),Min (C),year,month,meant,maxtp,mintp,mnmax,mnmin,rain,gmin,wdsp,maxgt,sun
1850.0,10.0,1.0,59.0,39.1,15.0,3.9,,,,,,,,,,,,
1850.0,10.0,2.0,55.4,43.6,13.0,6.4,,,,,,,,,,,,
1850.0,10.0,3.0,57.2,45.3,14.0,7.4,,,,,,,,,,,,
1850.0,10.0,4.0,55.5,39.5,13.1,4.2,,,,,,,,,,,,
1850.0,10.0,5.0,54.4,40.2,12.4,4.6,,,,,,,,,,,,
1850.0,10.0,6.0,55.5,46.2,13.1,7.9,,,,,,,,,,,,
1850.0,10.0,7.0,53.8,45.8,12.1,7.7,,,,,,,,,,,,
1850.0,10.0,8.0,53.6,48.3,12.0,9.1,,,,,,,,,,,,
1850.0,10.0,9.0,51.0,49.1,10.6,9.5,,,,,,,,,,,,
1850.0,10.0,10.0,58.6,41.3,14.8,5.2,,,,,,,,,,,,
1850.0,10.0,11.0,52.3,33.6,11.3,0.9,,,,,,,,,,,,
1850.0,10.0,12.0,51.0,43.6,10.6,6.4,,,,,,,,,,,,
1850.0,10.0,13.0,53.7,47.2,12.1,8.4,,,,,,,,,,,,
1850.0,10.0,14.0,54.7,35.9,12.6,2.2,,,,,,,,,,,,
1850.0,10.0,15.0,53.0,42.6,11.7,5.9,,,,,,,,,,,,
1850.0,10.0,16.0,56.4,49.6,13.6,9.8,,,,,,,,,,,,
1850.0,10.0,17.0,59.3,48.6,15.2,9.2,,,,,,,,,,,,
1850.0,10.0,18.0,59.0,51.0,15.0,10.6,,,,,,,,,,,,
1850.0,10.0,19.0,56.6,45.3,13.7,7.4,,,,,,,,,,,,
1850.0,10.0,20.0,52.7,40.0,11.5,4.4,,,,,,,,,,,,
1850.0,10.0,21.0,51.7,31.7,10.9,-0.2,,,,,,,,,,,,
1850.0,10.0,22.0,52.6,41.0,11.4,5.0,,,,,,,,,,,,
1850.0,10.0,23.0,48.2,40.6,9.0,4.8,,,,,,,,,,,,
1850.0,10.0,24.0,48.3,35.6,9.1,2.0,,,,,,,,,,,,
1850.0,10.0,25.0,48.3,37.6,9.1,3.1,,,,,,,,,,,,
1850.0,10.0,26.0,50.0,42.6,10.0,5.9,,,,,,,,,,,,
1850.0,10.0,27.0,51.5,39.6,10.8,4.2,,,,,,,,,,,,
1850.0,10.0,28.0,47.2,38.5,8.4,3.6,,,,,,,,,,,,
1850.0,10.0,29.0,54.0,42.4,12.2,5.8,,,,,,,,,,,,
1850.0,10.0,30.0,56.5,49.5,13.6,9.7,,,,,,,,,,,,
1850.0,10.0,31.0,56.8,51.3,13.8,10.7,,,,,,,,,,,,
1850.0,11.0,11.0,56.7,46.5,13.7,8.1,,,,,,,,,,,,
1850.0,11.0,12.0,52.3,42.2,11.3,5.7,,,,,,,,,,,,
1850.0,11.0,13.0,50.0,43.0,10.0,6.1,,,,,,,,,,,,
1850.0,11.0,14.0,51.0,43.6,10.6,6.4,,,,,,,,,,,,
1850.0,11.0,15.0,52.4,43.3,11.3,6.3,,,,,,,,,,,,
1850.0,11.0,16.0,50.3,41.1,10.2,5.1,,,,,,,,,,,,
1850.0,11.0,17.0,49.0,35.9,9.4,2.2,,,,,,,,,,,,
1850.0,11.0,18.0,54.4,40.2,12.4,4.6,,,,,,,,,,,,
1850.0,11.0,19.0,50.8,45.5,10.4,7.5,,,,,,,,,,,,
1850.0,11.0,20.0,50.2,39.6,10.1,4.2,,,,,,,,,,,,
1850.0,11.0,21.0,50.2,40.9,10.1,4.9,,,,,,,,,,,,
1850.0,11.0,22.0,54.0,42.5,12.2,5.8,,,,,,,,,,,,
1850.0,11.0,23.0,51.4,41.2,10.8,5.1,,,,,,,,,,,,
1850.0,11.0,24.0,50.8,42.6,10.4,5.9,,,,,,,,,,,,
1850.0,11.0,25.0,48.6,40.1,9.2,4.5,,,,,,,,,,,,
1850.0,11.0,26.0,54.7,34.1,12.6,1.2,,,,,,,,,,,,
1850.0,11.0,27.0,42.3,24.5,5.7,-4.2,,,,,,,,,,,,
1850.0,11.0,28.0,40.2,31.4,4.6,-0.3,,,,,,,,,,,,
1850.0,11.0,29.0,44.3,35.7,6.8,2.1,,,,,,,,,,,,
1850.0,11.0,30.0,44.5,32.4,6.9,0.2,,,,,,,,,,,,
1850.0,12.0,1.0,51.8,37.5,11.0,3.1,,,,,,,,,,,,
1850.0,12.0,2.0,56.3,48.2,13.5,9.0,,,,,,,,,,,,
1850.0,12.0,3.0,54.3,40.5,12.4,4.7,,,,,,,,,,,,
1850.0,12.0,4.0,55.9,41.9,13.3,5.5,,,,,,,,,,,,
1850.0,12.0,5.0,60.2,42.8,15.7,6.0,,,,,,,,,,,,
1850.0,12.0,6.0,50.5,45.3,10.3,7.4,,,,,,,,,,,,
1850.0,12.0,7.0,50.0,40.5,10.0,4.7,,,,,,,,,,,,
1850.0,12.0,8.0,49.3,42.7,9.6,5.9,,,,,,,,,,,,
1850.0,12.0,9.0,48.5,40.8,9.2,4.9,,,,,,,,,,,,
1850.0,12.0,10.0,52.3,45.1,11.3,7.3,,,,,,,,,,,,
1850.0,12.0,11.0,52.0,38.6,11.1,3.7,,,,,,,,,,,,
1850.0,12.0,12.0,47.2,40.6,8.4,4.8,,,,,,,,,,,,
1850.0,12.0,13.0,47.2,37.8,8.4,3.2,,,,,,,,,,,,
1850.0,12.0,14.0,45.7,35.7,7.6,2.1,,,,,,,,,,,,
1850.0,12.0,15.0,42.7,35.2,5.9,1.8,,,,,,,,,,,,
1850.0,12.0,16.0,43.3,35.4,6.3,1.9,,,,,,,,,,,,
1850.0,12.0,17.0,42.6,28.8,5.9,-1.8,,,,,,,,,,,,
1850.0,12.0,18.0,37.4,31.6,3.0,-0.2,,,,,,,,,,,,
1850.0,12.0,19.0,38.7,26.4,3.7,-3.1,,,,,,,,,,,,
1850.0,12.0,20.0,48.1,32.4,8.9,0.2,,,,,,,,,,,,
1850.0,12.0,21.0,47.0,36.0,8.3,2.2,,,,,,,,,,,,
1850.0,12.0,22.0,46.8,36.3,8.2,2.4,,,,,,,,,,,,
1850.0,12.0,23.0,48.7,43.1,9.3,6.2,,,,,,,,,,,,
1850.0,12.0,24.0,48.5,36.3,9.2,2.4,,,,,,,,,,,,
1850.0,12.0,25.0,48.2,42.4,9.0,5.8,,,,,,,,,,,,
1850.0,12.0,26.0,49.6,44.9,9.8,7.2,,,,,,,,,,,,
1850.0,12.0,27.0,51.3,41.0,10.7,5.0,,,,,,,,,,,,
1850.0,12.0,28.0,49.5,42.5,9.7,5.8,,,,,,,,,,,,
1850.0,12.0,29.0,51.5,46.9,10.8,8.3,,,,,,,,,,,,
1850.0,12.0,30.0,51.6,38.6,10.9,3.7,,,,,,,,,,,,
1850.0,12.0,31.0,54.2,44.0,12.3,6.7,,,,,,,,,,,,
1851.0,1.0,1.0,48.3,39.3,9.1,4.1,,,,,,,,,,,,
1851.0,1.0,2.0,44.7,26.0,7.1,-3.3,,,,,,,,,,,,
1851.0,1.0,3.0,44.5,30.5,6.9,-0.8,,,,,,,,,,,,
1851.0,1.0,4.0,46.6,30.6,8.1,-0.8,,,,,,,,,,,,
1851.0,1.0,5.0,37.0,29.7,2.8,-1.3,,,,,,,,,,,,
1851.0,1.0,6.0,44.2,31.5,6.8,-0.3,,,,,,,,,,,,
1851.0,1.0,7.0,45.0,31.8,7.2,-0.1,,,,,,,,,,,,
1851.0,1.0,8.0,38.8,28.7,3.8,-1.8,,,,,,,,,,,,
1851.0,1.0,9.0,52.8,34.2,11.6,1.2,,,,,,,,,,,,
1851.0,1.0,10.0,55.6,49.0,13.1,9.4,,,,,,,,,,,,
1851.0,1.0,11.0,57.0,36.6,13.9,2.6,,,,,,,,,,,,
1851.0,1.0,12.0,50.2,38.6,10.1,3.7,,,,,,,,,,,,
1851.0,1.0,13.0,52.5,39.6,11.4,4.2,,,,,,,,,,,,
1851.0,1.0,14.0,46.3,40.8,7.9,4.9,,,,,,,,,,,,
1851.0,1.0,15.0,47.6,33.7,8.7,0.9,,,,,,,,,,,,
1851.0,1.0,16.0,52.0,37.1,11.1,2.8,,,,,,,,,,,,
1851.0,1.0,17.0,42.6,31.6,5.9,-0.2,,,,,,,,,,,,
1851.0,1.0,18.0,49.6,34.6,9.8,1.4,,,,,,,,,,,,
1851.0,1.0,19.0,49.7,41.0,9.8,5.0,,,,,,,,,,,,
1851.0,1.0,20.0,50.0,33.1,10.0,0.6,,,,,,,,,,,,
1851.0,1.0,21.0,40.5,32.8,4.7,0.4,,,,,,,,,,,,
1851.0,1.0,22.0,44.7,34.1,7.1,1.2,,,,,,,,,,,,
1851.0,1.0,23.0,47.9,41.8,8.8,5.4,,,,,,,,,,,,
1851.0,1.0,24.0,47.4,29.6,8.6,-1.3,,,,,,,,,,,,
1851.0,1.0,25.0,43.2,32.7,6.2,0.4,,,,,,,,,,,,
1851.0,1.0,26.0,38.8,29.8,3.8,-1.2,,,,,,,,,,,,
1851.0,1.0,27.0,45.8,33.8,7.7,1.0,,,,,,,,,,,,
1851.0,1.0,28.0,50.4,37.9,10.2,3.3,,,,,,,,,,,,
1851.0,1.0,29.0,48.4,32.7,9.1,0.4,,,,,,,,,,,,
1851.0,1.0,30.0,38.7,29.8,3.7,-1.2,,,,,,,,,,,,
1851.0,1.0,31.0,42.1,34.3,5.6,1.3,,,,,,,,,,,,
1851.0,2.0,1.0,44.6,28.5,7.0,-1.9,,,,,,,,,,,,
1851.0,2.0,2.0,42.3,28.7,5.7,-1.8,,,,,,,,,,,,
1851.0,2.0,3.0,43.3,29.6,6.3,-1.3,,,,,,,,,,,,
1851.0,2.0,4.0,48.5,32.6,9.2,0.3,,,,,,,,,,,,
1851.0,2.0,5.0,46.3,34.3,7.9,1.3,,,,,,,,,,,,
1851.0,2.0,6.0,49.2,36.9,9.6,2.7,,,,,,,,,,,,
1851.0,2.0,7.0,51.9,41.4,11.1,5.2,,,,,,,,,,,,
1851.0,2.0,8.0,50.0,37.8,10.0,3.2,,,,,,,,,,,,
1851.0,2.0,9.0,50.2,45.2,10.1,7.3,,,,,,,,,,,,
1851.0,2.0,10.0,51.6,44.4,10.9,6.9,,,,,,,,,,,,
1851.0,2.0,11.0,52.0,41.6,11.1,5.3,,,,,,,,,,,,
1851.0,2.0,12.0,49.2,37.2,9.6,2.9,,,,,,,,,,,,
1851.0,2.0,13.0,45.3,39.9,7.4,4.4,,,,,,,,,,,,
1851.0,2.0,14.0,49.7,40.2,9.8,4.6,,,,,,,,,,,,
1851.0,2.0,15.0,51.2,38.8,10.7,3.8,,,,,,,,,,,,
1851.0,2.0,16.0,48.4,39.3,9.1,4.1,,,,,,,,,,,,
1851.0,2.0,17.0,50.2,43.2,10.1,6.2,,,,,,,,,,,,
1851.0,2.0,18.0,53.0,46.3,11.7,7.9,,,,,,,,,,,,
1851.0,2.0,19.0,53.2,38.3,11.8,3.5,,,,,,,,,,,,
1851.0,2.0,20.0,48.7,27.9,9.3,-2.3,,,,,,,,,,,,
1851.0,2.0,21.0,45.5,30.8,7.5,-0.7,,,,,,,,,,,,
1851.0,2.0,22.0,48.5,38.1,9.2,3.4,,,,,,,,,,,,
1851.0,2.0,23.0,48.0,33.7,8.9,0.9,,,,,,,,,,,,
1851.0,2.0,24.0,46.6,39.4,8.1,4.1,,,,,,,,,,,,
1851.0,2.0,25.0,45.3,34.0,7.4,1.1,,,,,,,,,,,,
1851.0,2.0,26.0,45.7,25.2,7.6,-3.8,,,,,,,,,,,,
1851.0,2.0,27.0,41.3,29.3,5.2,-1.5,,,,,,,,,,,,
1851.0,2.0,28.0,45.2,26.6,7.3,-3.0,,,,,,,,,,,,
1851.0,3.0,1.0,47.2,28.8,8.4,-1.8,,,,,,,,,,,,
1851.0,3.0,2.0,45.5,29.6,7.5,-1.3,,,,,,,,,,,,
1851.0,3.0,3.0,48.8,34.2,9.3,1.2,,,,,,,,,,,,
1851.0,3.0,4.0,50.5,43.2,10.3,6.2,,,,,,,,,,,,
1851.0,3.0,5.0,48.8,36.5,9.3,2.5,,,,,,,,,,,,
1851.0,3.0,6.0,47.5,27.6,8.6,-2.4,,,,,,,,,,,,
1851.0,3.0,7.0,45.0,29.8,7.2,-1.2,,,,,,,,,,,,
1851.0,3.0,8.0,48.5,38.1,9.2,3.4,,,,,,,,,,,,
1851.0,3.0,9.0,47.4,31.8,8.6,-0.1,,,,,,,,,,,,
1851.0,3.0,10.0,45.6,28.7,7.6,-1.8,,,,,,,,,,,,
1851.0,3.0,11.0,46.4,36.6,8.0,2.6,,,,,,,,,,,,
1851.0,3.0,12.0,48.5,35.9,9.2,2.2,,,,,,,,,,,,
1851.0,3.0,13.0,48.4,32.4,9.1,0.2,,,,,,,,,,,,
1851.0,3.0,14.0,48.8,41.1,9.3,5.1,,,,,,,,,,,,
1851.0,3.0,15.0,51.2,34.7,10.7,1.5,,,,,,,,,,,,
1851.0,3.0,16.0,52.3,36.6,11.3,2.6,,,,,,,,,,,,
1851.0,3.0,17.0,48.4,39.5,9.1,4.2,,,,,,,,,,,,
1851.0,3.0,18.0,48.7,38.0,9.3,3.3,,,,,,,,,,,,
1851.0,3.0,19.0,47.6,39.8,8.7,4.3,,,,,,,,,,,,
1851.0,3.0,20.0,52.0,37.1,11.1,2.8,,,,,,,,,,,,
1851.0,3.0,21.0,50.0,38.8,10.0,3.8,,,,,,,,,,,,
1851.0,3.0,22.0,52.4,39.3,11.3,4.1,,,,,,,,,,,,
1851.0,3.0,23.0,51.2,39.6,10.7,4.2,,,,,,,,,,,,
1851.0,3.0,24.0,52.3,39.5,11.3,4.2,,,,,,,,,,,,
1851.0,3.0,25.0,53.2,36.9,11.8,2.7,,,,,,,,,,,,
1851.0,3.0,26.0,52.7,39.6,11.5,4.2,,,,,,,,,,,,
1851.0,3.0,27.0,54.0,37.9,12.2,3.3,,,,,,,,,,,,
1851.0,3.0,28.0,49.7,35.7,9.8,2.1,,,,,,,,,,,,
1851.0,3.0,29.0,48.7,35.9,9.3,2.2,,,,,,,,,,,,
1851.0,3.0,30.0,49.3,34.1,9.6,1.2,,,,,,,,,,,,
1851.0,3.0,31.0,54.0,41.6,12.2,5.3,,,,,,,,,,,,
1851.0,4.0,1.0,49.0,38.5,9.4,3.6,,,,,,,,,,,,
1851.0,4.0,2.0,52.5,44.6,11.4,7.0,,,,,,,,,,,,
1851.0,4.0,3.0,55.4,44.8,13.0,7.1,,,,,,,,,,,,
1851.0,4.0,4.0,56.2,41.9,13.4,5.5,,,,,,,,,,,,
1851.0,4.0,5.0,53.5,31.3,11.9,-0.4,,,,,,,,,,,,
1851.0,4.0,6.0,53.9,42.4,12.2,5.8,,,,,,,,,,,,
1851.0,4.0,7.0,55.0,34.5,12.8,1.4,,,,,,,,,,,,
1851.0,4.0,8.0,52.0,30.4,11.1,-0.9,,,,,,,,,,,,
1851.0,4.0,9.0,51.2,39.3,10.7,4.1,,,,,,,,,,,,
1851.0,4.0,10.0,53.3,38.3,11.8,3.5,,,,,,,,,,,,
1851.0,4.0,11.0,53.6,38.0,12.0,3.3,,,,,,,,,,,,
1851.0,4.0,12.0,53.5,37.3,11.9,2.9,,,,,,,,,,,,
1851.0,4.0,13.0,50.7,35.2,10.4,1.8,,,,,,,,,,,,
1851.0,4.0,14.0,51.7,34.3,10.9,1.3,,,,,,,,,,,,
1851.0,4.0,15.0,50.5,41.4,10.3,5.2,,,,,,,,,,,,
1851.0,4.0,16.0,53.0,43.6,11.7,6.4,,,,,,,,,,,,
1851.0,4.0,17.0,59.4,43.6,15.2,6.4,,,,,,,,,,,,
1851.0,4.0,18.0,53.0,36.6,11.7,2.6,,,,,,,,,,,,
1851.0,4.0,19.0,56.0,43.1,13.3,6.2,,,,,,,,,,,,
1851.0,4.0,20.0,58.0,42.6,14.4,5.9,,,,,,,,,,,,
1851.0,4.0,21.0,55.2,45.4,12.9,7.4,,,,,,,,,,,,
1851.0,4.0,22.0,55.4,38.6,13.0,3.7,,,,,,,,,,,,
1851.0,4.0,23.0,55.2,41.2,12.9,5.1,,,,,,,,,,,,
1851.0,4.0,24.0,55.7,39.2,13.2,4.0,,,,,,,,,,,,
1851.0,4.0,25.0,55.3,38.6,12.9,3.7,,,,,,,,,,,,
1851.0,4.0,26.0,48.4,33.6,9.1,0.9,,,,,,,,,,,,
1851.0,4.0,27.0,47.2,32.9,8.4,0.5,,,,,,,,,,,,
1851.0,4.0,28.0,50.4,36.6,10.2,2.6,,,,,,,,,,,,
1851.0,4.0,29.0,50.4,36.6,10.2,2.6,,,,,,,,,,,,
1851.0,4.0,30.0,52.0,32.7,11.1,0.4,,,,,,,,,,,,
1851.0,5.0,1.0,52.6,43.0,11.4,6.1,,,,,,,,,,,,
1851.0,5.0,2.0,42.5,39.6,5.8,4.2,,,,,,,,,,,,
1851.0,5.0,3.0,52.0,33.8,11.1,1.0,,,,,,,,,,,,
1851.0,5.0,4.0,50.5,37.0,10.3,2.8,,,,,,,,,,,,
1851.0,5.0,5.0,51.8,42.1,11.0,5.6,,,,,,,,,,,,
1851.0,5.0,6.0,54.2,42.0,12.3,5.6,,,,,,,,,,,,
1851.0,5.0,7.0,57.0,47.4,13.9,8.6,,,,,,,,,,,,
1851.0,5.0,8.0,56.5,36.4,13.6,2.4,,,,,,,,,,,,
1851.0,5.0,9.0,59.5,43.1,15.3,6.2,,,,,,,,,,,,
1851.0,5.0,10.0,57.5,49.5,14.2,9.7,,,,,,,,,,,,
1851.0,5.0,11.0,60.2,47.6,15.7,8.7,,,,,,,,,,,,
1851.0,5.0,12.0,58.9,45.7,14.9,7.6,,,,,,,,,,,,
1851.0,5.0,13.0,56.4,49.8,13.6,9.9,,,,,,,,,,,,
1851.0,5.0,14.0,62.0,49.8,16.7,9.9,,,,,,,,,,,,
1851.0,5.0,15.0,57.4,48.0,14.1,8.9,,,,,,,,,,,,
1851.0,5.0,16.0,59.3,49.8,15.2,9.9,,,,,,,,,,,,
1851.0,5.0,17.0,61.0,47.1,16.1,8.4,,,,,,,,,,,,
1851.0,5.0,18.0,54.0,42.7,12.2,5.9,,,,,,,,,,,,
1851.0,5.0,19.0,57.3,45.8,14.1,7.7,,,,,,,,,,,,
1851.0,5.0,20.0,61.0,50.8,16.1,10.4,,,,,,,,,,,,
1851.0,5.0,21.0,64.4,49.6,18.0,9.8,,,,,,,,,,,,
1851.0,5.0,22.0,62.7,41.7,17.1,5.4,,,,,,,,,,,,
1851.0,5.0,23.0,57.7,43.9,14.3,6.6,,,,,,,,,,,,
1851.0,5.0,24.0,65.3,49.4,18.5,9.7,,,,,,,,,,,,
1851.0,5.0,25.0,59.0,45.6,15.0,7.6,,,,,,,,,,,,
1851.0,5.0,26.0,56.3,46.9,13.5,8.3,,,,,,,,,,,,
1851.0,5.0,27.0,56.3,46.9,13.5,8.3,,,,,,,,,,,,
1851.0,5.0,28.0,72.8,49.8,22.7,9.9,,,,,,,,,,,,
1851.0,5.0,29.0,61.7,50.6,16.5,10.3,,,,,,,,,,,,
1851.0,5.0,30.0,80.2,39.3,26.8,4.1,,,,,,,,,,,,
1851.0,5.0,31.0,62.0,51.2,16.7,10.7,,,,,,,,,,,,
1851.0,6.0,1.0,63.4,49.9,17.4,9.9,,,,,,,,,,,,
1851.0,6.0,2.0,66.5,50.4,19.2,10.2,,,,,,,,,,,,
1851.0,6.0,3.0,57.7,40.7,14.3,4.8,,,,,,,,,,,,
1851.0,6.0,4.0,73.5,36.2,23.1,2.3,,,,,,,,,,,,
1851.0,6.0,5.0,75.7,39.2,24.3,4.0,,,,,,,,,,,,
1851.0,6.0,6.0,60.6,41.8,15.9,5.4,,,,,,,,,,,,
1851.0,6.0,7.0,58.4,50.2,14.7,10.1,,,,,,,,,,,,
1851.0,6.0,8.0,59.9,44.8,15.5,7.1,,,,,,,,,,,,
1851.0,6.0,9.0,59.3,46.1,15.2,7.8,,,,,,,,,,,,
1851.0,6.0,10.0,57.7,43.1,14.3,6.2,,,,,,,,,,,,
1851.0,6.0,11.0,61.4,48.6,16.3,9.2,,,,,,,,,,,,
1851.0,6.0,12.0,59.0,47.2,15.0,8.4,,,,,,,,,,,,
1851.0,6.0,13.0,60.0,48.0,15.6,8.9,,,,,,,,,,,,
1851.0,6.0,14.0,63.0,52.4,17.2,11.3,,,,,,,,,,,,
1851.0,6.0,15.0,62.4,51.4,16.9,10.8,,,,,,,,,,,,
1851.0,6.0,16.0,59.0,48.6,15.0,9.2,,,,,,,,,,,,
1851.0,6.0,17.0,58.7,50.1,14.8,10.1,,,,,,,,,,,,
1851.0,6.0,18.0,66.3,56.5,19.1,13.6,,,,,,,,,,,,
1851.0,6.0,19.0,61.6,52.3,16.4,11.3,,,,,,,,,,,,
1851.0,6.0,20.0,65.6,55.0,18.7,12.8,,,,,,,,,,,,
1851.0,6.0,21.0,63.4,49.7,17.4,9.8,,,,,,,,,,,,
1851.0,6.0,22.0,70.6,47.7,21.4,8.7,,,,,,,,,,,,
1851.0,6.0,23.0,64.3,54.2,17.9,12.3,,,,,,,,,,,,
1851.0,6.0,24.0,68.5,56.3,20.3,13.5,,,,,,,,,,,,
1851.0,6.0,25.0,78.8,53.6,26.0,12.0,,,,,,,,,,,,
1851.0,6.0,26.0,91.2,53.9,32.9,12.2,,,,,,,,,,,,
1851.0,6.0,27.0,91.6,59.8,33.1,15.4,,,,,,,,,,,,
1851.0,6.0,28.0,92.0,59.7,33.3,15.4,,,,,,,,,,,,
1851.0,6.0,29.0,90.0,61.8,32.2,16.6,,,,,,,,,,,,
1851.0,6.0,30.0,77.2,61.6,25.1,16.4,,,,,,,,,,,,
1851.0,7.0,1.0,66.7,57.5,19.3,14.2,,,,,,,,,,,,
1851.0,7.0,2.0,66.7,55.6,19.3,13.1,,,,,,,,,,,,
1851.0,7.0,3.0,84.7,48.3,29.3,9.1,,,,,,,,,,,,
1851.0,7.0,4.0,62.3,47.6,16.8,8.7,,,,,,,,,,,,
1851.0,7.0,5.0,62.4,53.1,16.9,11.7,,,,,,,,,,,,
1851.0,7.0,6.0,62.3,54.6,16.8,12.6,,,,,,,,,,,,
1851.0,7.0,7.0,63.6,54.5,17.6,12.5,,,,,,,,,,,,
1851.0,7.0,8.0,62.3,51.7,16.8,10.9,,,,,,,,,,,,
1851.0,7.0,9.0,61.4,53.1,16.3,11.7,,,,,,,,,,,,
1851.0,7.0,10.0,60.6,51.5,15.9,10.8,,,,,,,,,,,,
1851.0,7.0,11.0,65.3,58.6,18.5,14.8,,,,,,,,,,,,
1851.0,7.0,12.0,70.8,58.4,21.6,14.7,,,,,,,,,,,,
1851.0,7.0,13.0,65.8,54.2,18.8,12.3,,,,,,,,,,,,
1851.0,7.0,14.0,59.7,52.1,15.4,11.2,,,,,,,,,,,,
1851.0,7.0,15.0,59.8,49.7,15.4,9.8,,,,,,,,,,,,
1851.0,7.0,16.0,76.4,48.6,24.7,9.2,,,,,,,,,,,,
1851.0,7.0,17.0,60.9,45.6,16.1,7.6,,,,,,,,,,,,
1851.0,7.0,18.0,62.8,48.3,17.1,9.1,,,,,,,,,,,,
1851.0,7.0,19.0,64.6,50.9,18.1,10.5,,,,,,,,,,,,
1851.0,7.0,20.0,71.5,48.0,21.9,8.9,,,,,,,,,,,,
1851.0,7.0,21.0,65.0,44.7,18.3,7.1,,,,,,,,,,,,
1851.0,7.0,22.0,69.0,55.8,20.6,13.2,,,,,,,,,,,,
1851.0,7.0,23.0,66.6,57.8,19.2,14.3,,,,,,,,,,,,
1851.0,7.0,24.0,65.3,55.2,18.5,12.9,,,,,,,,,,,,
1851.0,7.0,25.0,64.7,52.6,18.2,11.4,,,,,,,,,,,,
1851.0,7.0,26.0,60.5,45.6,15.8,7.6,,,,,,,,,,,,
1851.0,7.0,27.0,65.4,56.9,18.6,13.8,,,,,,,,,,,,
1851.0,7.0,28.0,69.5,57.2,20.8,14.0,,,,,,,,,,,,
1851.0,7.0,29.0,66.4,54.9,19.1,12.7,,,,,,,,,,,,
1851.0,7.0,30.0,64.0,56.8,17.8,13.8,,,,,,,,,,,,
1851.0,7.0,31.0,68.7,53.4,20.4,11.9,,,,,,,,,,,,
1851.0,8.0,1.0,66.8,46.8,19.3,8.2,,,,,,,,,,,,
1851.0,8.0,2.0,65.0,62.8,18.3,17.1,,,,,,,,,,,,
1851.0,8.0,3.0,67.2,50.3,19.6,10.2,,,,,,,,,,,,
1851.0,8.0,4.0,68.3,46.2,20.2,7.9,,,,,,,,,,,,
1851.0,8.0,5.0,72.5,52.8,22.5,11.6,,,,,,,,,,,,
1851.0,8.0,6.0,69.0,51.2,20.6,10.7,,,,,,,,,,,,
1851.0,8.0,7.0,71.0,51.3,21.7,10.7,,,,,,,,,,,,
1851.0,8.0,8.0,72.5,48.8,22.5,9.3,,,,,,,,,,,,
1851.0,8.0,9.0,74.0,59.6,23.3,15.3,,,,,,,,,,,,
1851.0,8.0,10.0,68.3,61.3,20.2,16.3,,,,,,,,,,,,
1851.0,8.0,11.0,72.2,58.5,22.3,14.7,,,,,,,,,,,,
1851.0,8.0,12.0,72.4,60.4,22.4,15.8,,,,,,,,,,,,
1851.0,8.0,13.0,70.8,59.3,21.6,15.2,,,,,,,,,,,,
1851.0,8.0,14.0,67.7,58.6,19.8,14.8,,,,,,,,,,,,
1851.0,8.0,15.0,66.2,54.3,19.0,12.4,,,,,,,,,,,,
1851.0,8.0,16.0,65.3,58.6,18.5,14.8,,,,,,,,,,,,
1851.0,8.0,17.0,65.2,53.3,18.4,11.8,,,,,,,,,,,,
1851.0,8.0,18.0,67.8,61.6,19.9,16.4,,,,,,,,,,,,
1851.0,8.0,19.0,70.0,55.8,21.1,13.2,,,,,,,,,,,,
1851.0,8.0,20.0,71.6,58.3,22.0,14.6,,,,,,,,,,,,
1851.0,8.0,21.0,68.8,59.8,20.4,15.4,,,,,,,,,,,,
1851.0,8.0,22.0,69.0,53.2,20.6,11.8,,,,,,,,,,,,
1851.0,8.0,23.0,65.5,50.2,18.6,10.1,,,,,,,,,,,,
1851.0,8.0,24.0,60.0,46.9,15.6,8.3,,,,,,,,,,,,
1851.0,8.0,25.0,64.4,56.8,18.0,13.8,,,,,,,,,,,,
1851.0,8.0,26.0,64.4,56.8,18.0,13.8,,,,,,,,,,,,
1851.0,8.0,27.0,61.0,53.7,16.1,12.1,,,,,,,,,,,,
1851.0,8.0,28.0,59.6,48.4,15.3,9.1,,,,,,,,,,,,
1851.0,8.0,29.0,57.7,49.6,14.3,9.8,,,,,,,,,,,,
1851.0,8.0,30.0,60.8,48.6,16.0,9.2,,,,,,,,,,,,
1851.0,8.0,31.0,65.8,57.5,18.8,14.2,,,,,,,,,,,,
1851.0,9.0,1.0,67.6,62.7,19.8,17.1,,,,,,,,,,,,
1851.0,9.0,2.0,71.0,63.4,21.7,17.4,,,,,,,,,,,,
1851.0,9.0,3.0,70.6,60.4,21.4,15.8,,,,,,,,,,,,
1851.0,9.0,4.0,70.7,55.2,21.5,12.9,,,,,,,,,,,,
1851.0,9.0,5.0,64.8,53.8,18.2,12.1,,,,,,,,,,,,
1851.0,9.0,6.0,64.1,41.3,17.8,5.2,,,,,,,,,,,,
1851.0,9.0,7.0,61.7,45.8,16.5,7.7,,,,,,,,,,,,
1851.0,9.0,8.0,64.0,51.9,17.8,11.1,,,,,,,,,,,,
1851.0,9.0,9.0,62.4,54.6,16.9,12.6,,,,,,,,,,,,
1851.0,9.0,10.0,66.3,45.6,19.1,7.6,,,,,,,,,,,,
1851.0,9.0,11.0,65.9,44.0,18.8,6.7,,,,,,,,,,,,
1851.0,9.0,12.0,66.7,43.0,19.3,6.1,,,,,,,,,,,,
1851.0,9.0,13.0,66.4,40.5,19.1,4.7,,,,,,,,,,,,
