Year,Month,Day,Max (F),Min (F),Max (C),Min (C)
1897,12,14,41,33.4,5,0.8
1897,12,15,46.4,36.1,8,2.3
1897,12,16,53.3,41.2,11.8,5.1
1897,12,17,50.3,44.2,10.2,6.8
1897,12,18,48.5,43.9,9.2,6.6
1897,12,19,48.3,43.3,9.1,6.3
1897,12,20,45.2,37.6,7.3,3.1
1897,12,21,43.1,31.1,6.2,-0.5
1897,12,22,38.8,29.4,3.8,-1.4
1897,12,23,42.2,35.7,5.7,2.1
1897,12,24,45.7,41,7.6,5
1897,12,25,51.5,41.4,10.8,5.2
1897,12,26,53.5,41.5,11.9,5.3
1897,12,27,52.7,42.8,11.5,6
1897,12,28,43.7,37,6.5,2.8
1897,12,29,52.5,37,11.4,2.8
1897,12,30,50,38.5,10,3.6
1897,12,31,44.4,29.9,6.9,-1.2
1898,1,1,37,27.8,2.8,-2.3
1898,1,2,42.5,29.6,5.8,-1.3
1898,1,3,44.4,34,6.9,1.1
1898,1,4,45.9,42.6,7.7,5.9
1898,1,5,51.4,40.6,10.8,4.8
1898,1,6,51.7,36,10.9,2.2
1898,1,7,44.9,34.7,7.2,1.5
1898,1,8,45.5,36.8,7.5,2.7
1898,1,9,45.6,29.9,7.6,-1.2
1898,1,10,48.6,33.5,9.2,0.8
1898,1,11,52.3,45.5,11.3,7.5
1898,1,12,50.5,46.2,10.3,7.9
1898,1,13,49.8,42.4,9.9,5.8
1898,1,14,46.3,39.5,7.9,4.2
1898,1,15,44.5,38.2,6.9,3.4
1898,1,16,48.5,37.9,9.2,3.3
1898,1,17,50.7,43.1,10.4,6.2
1898,1,18,51.8,46.5,11,8.1
1898,1,19,53.7,46.7,12.1,8.2
1898,1,20,47.5,42.6,8.6,5.9
1898,1,21,50.4,44.8,10.2,7.1
1898,1,22,51.4,37.5,10.8,3.1
1898,1,23,48,38.6,8.9,3.7
1898,1,24,48.5,42.8,9.2,6
1898,1,25,53,41.9,11.7,5.5
1898,1,26,51.6,42.7,10.9,5.9
1898,1,27,48.5,41.5,9.2,5.3
1898,1,28,50.4,37.5,10.2,3.1
1898,1,29,54.3,46.6,12.4,8.1
1898,1,30,55.5,50.8,13.1,10.4
1898,1,31,53.1,40.3,11.7,4.6
1898,2,1,54.5,42.8,12.5,6
1898,2,2,44.6,37.1,7,2.8
1898,2,3,49,38.4,9.4,3.6
1898,2,4,47.5,33,8.6,0.6
1898,2,5,47.3,30.6,8.5,-0.8
1898,2,6,49.2,33.9,9.6,1.1
1898,2,7,46.3,35.1,7.9,1.7
1898,2,8,48.8,39.3,9.3,4.1
1898,2,9,49.5,42.3,9.7,5.7
1898,2,10,50.6,45,10.3,7.2
1898,2,11,49.7,38.4,9.8,3.6
1898,2,12,49.5,36.8,9.7,2.7
1898,2,13,44.5,31.5,6.9,-0.3
1898,2,14,49.2,41.3,9.6,5.2
1898,2,15,52.8,44.8,11.6,7.1
1898,2,16,47.1,42.9,8.4,6.1
1898,2,17,50.6,38.6,10.3,3.7
1898,2,18,49.5,35,9.7,1.7
1898,2,19,45.5,34.7,7.5,1.5
1898,2,20,45.4,29.5,7.4,-1.4
1898,2,21,38.6,30,3.7,-1.1
1898,2,22,44.3,33,6.8,0.6
1898,2,23,46.9,25.3,8.3,-3.7
1898,2,24,47.3,30.8,8.5,-0.7
1898,2,25,47.8,34.4,8.8,1.3
1898,2,26,44.3,33.9,6.8,1.1
1898,2,27,49,37.6,9.4,3.1
1898,2,28,46.3,36.5,7.9,2.5
1898,3,1,43.5,33.6,6.4,0.9
1898,3,2,45.9,30.5,7.7,-0.8
1898,3,3,43.5,30.6,6.4,-0.8
1898,3,4,43.5,33.5,6.4,0.8
1898,3,5,42.8,27.7,6,-2.4
1898,3,6,45.5,32.5,7.5,0.3
1898,3,7,46.2,28.7,7.9,-1.8
1898,3,8,48.1,24.8,8.9,-4
1898,3,9,49.1,34.5,9.5,1.4
1898,3,10,52,34.4,11.1,1.3
1898,3,11,53.7,35.5,12.1,1.9
1898,3,12,49.5,39.5,9.7,4.2
1898,3,13,49.6,35.8,9.8,2.1
1898,3,14,47.5,36.4,8.6,2.4
1898,3,15,51.5,40.2,10.8,4.6
1898,3,16,50.8,43,10.4,6.1
1898,3,17,54.5,47.4,12.5,8.6
1898,3,18,55.4,48.8,13,9.3
1898,3,19,49.6,35,9.8,1.7
1898,3,20,48.3,27.6,9.1,-2.4
1898,3,21,50.5,25.8,10.3,-3.4
1898,3,22,52.9,31.3,11.6,-0.4
1898,3,23,53.7,38.9,12.1,3.8
1898,3,24,50.5,37.4,10.3,3
1898,3,25,49.8,33.7,9.9,0.9
1898,3,26,44.3,31.5,6.8,-0.3
1898,3,27,42,34.7,5.6,1.5
1898,3,28,45.3,30,7.4,-1.1
1898,3,29,44,29.7,6.7,-1.3
1898,3,30,47.4,30.6,8.6,-0.8
1898,3,31,49,25.4,9.4,-3.7
1898,4,1,52.3,37.4,11.3,3
1898,4,2,51.5,41,10.8,5
1898,4,3,53.2,40.3,11.8,4.6
1898,4,4,48.3,32.5,9.1,0.3
1898,4,5,54.5,24.2,12.5,-4.3
1898,4,6,58.5,45,14.7,7.2
1898,4,7,61.4,50.5,16.3,10.3
1898,4,8,63,46.8,17.2,8.2
1898,4,9,58.5,46.7,14.7,8.2
1898,4,10,55,44.3,12.8,6.8
1898,4,11,51.6,41.3,10.9,5.2
1898,4,12,56.2,36.5,13.4,2.5
1898,4,13,51.4,39.7,10.8,4.3
1898,4,14,57.4,37.8,14.1,3.2
1898,4,15,55.5,32.1,13.1,0.1
1898,4,16,57.3,32.4,14.1,0.2
1898,4,17,52.5,44.6,11.4,7
1898,4,18,51,38.9,10.6,3.8
1898,4,19,56.4,28.9,13.6,-1.7
1898,4,20,55.4,44,13,6.7
1898,4,21,65.1,44.5,18.4,6.9
1898,4,22,57.8,41.5,14.3,5.3
1898,4,23,53.7,46.5,12.1,8.1
1898,4,24,57.4,38.7,14.1,3.7
1898,4,25,61,34.5,16.1,1.4
1898,4,26,56,40.9,13.3,4.9
1898,4,27,54.3,33.9,12.4,1.1
1898,4,28,52.7,42.2,11.5,5.7
1898,4,29,54.5,38.8,12.5,3.8
1898,4,30,49.4,43.7,9.7,6.5
1898,5,1,55.8,36.8,13.2,2.7
1898,5,2,51.9,36.5,11.1,2.5
1898,5,3,57,44.4,13.9,6.9
1898,5,4,54.4,44.3,12.4,6.8
1898,5,5,60.7,36.5,15.9,2.5
1898,5,6,60.3,36.8,15.7,2.7
1898,5,7,55.4,41.8,13,5.4
1898,5,8,57.3,48.3,14.1,9.1
1898,5,9,56.7,47,13.7,8.3
1898,5,10,54.9,45.7,12.7,7.6
1898,5,11,52,38.7,11.1,3.7
1898,5,12,49,38.5,9.4,3.6
1898,5,13,51.3,36.9,10.7,2.7
1898,5,14,57.4,30.5,14.1,-0.8
1898,5,15,51.8,33.4,11,0.8
1898,5,16,51.3,35.5,10.7,1.9
1898,5,17,55,40.4,12.8,4.7
1898,5,18,59.9,40.5,15.5,4.7
1898,5,19,60.5,33.6,15.8,0.9
1898,5,20,65.4,47.3,18.6,8.5
1898,5,21,67.3,47.5,19.6,8.6
1898,5,22,60.5,47.6,15.8,8.7
1898,5,23,62.7,47.9,17.1,8.8
1898,5,24,68.7,52.4,20.4,11.3
1898,5,25,61.5,45.7,16.4,7.6
1898,5,26,55.6,43.6,13.1,6.4
1898,5,27,52.8,44.4,11.6,6.9
1898,5,28,55.2,46.9,12.9,8.3
1898,5,29,55.5,49.5,13.1,9.7
1898,5,30,53.9,48.5,12.2,9.2
1898,5,31,51.7,44.4,10.9,6.9
1898,6,1,51.6,42.3,10.9,5.7
1898,6,2,55,43.1,12.8,6.2
1898,6,3,59,44.4,15,6.9
1898,6,4,58.9,46.3,14.9,7.9
1898,6,5,56.5,48,13.6,8.9
1898,6,6,57.5,49.9,14.2,9.9
1898,6,7,61.7,42.3,16.5,5.7
1898,6,8,65.3,48.9,18.5,9.4
1898,6,9,66.3,38.8,19.1,3.8
1898,6,10,71,48.6,21.7,9.2
1898,6,11,66.2,46.7,19,8.2
1898,6,12,61.5,50.6,16.4,10.3
1898,6,13,61.6,47.5,16.4,8.6
1898,6,14,65.5,50.6,18.6,10.3
1898,6,15,62.4,49.5,16.9,9.7
1898,6,16,65.3,44.4,18.5,6.9
1898,6,17,71.5,43.7,21.9,6.5
1898,6,18,63.8,53.5,17.7,11.9
1898,6,19,67,50.5,19.4,10.3
1898,6,20,61.5,54.3,16.4,12.4
1898,6,21,64.3,51.5,17.9,10.8
1898,6,22,58.4,48.3,14.7,9.1
1898,6,23,57.6,43.6,14.2,6.4
1898,6,24,59.5,47,15.3,8.3
1898,6,25,57.3,46.5,14.1,8.1
1898,6,26,62.5,50.9,16.9,10.5
1898,6,27,57.6,47.5,14.2,8.6
1898,6,28,63.4,44.9,17.4,7.2
1898,6,29,63.5,55.5,17.5,13.1
1898,6,30,58.3,52.1,14.6,11.2
1898,7,1,58.6,51.1,14.8,10.6
1898,7,2,62.7,46.3,17.1,7.9
1898,7,3,60,49.3,15.6,9.6
1898,7,4,61.5,36.8,16.4,2.7
1898,7,5,65,36.5,18.3,2.5
1898,7,6,68.5,55.8,20.3,13.2
1898,7,7,64.7,54.9,18.2,12.7
1898,7,8,62.8,52.5,17.1,11.4
1898,7,9,69.3,43.8,20.7,6.6
1898,7,10,71.5,45.7,21.9,7.6
1898,7,11,62.8,53.8,17.1,12.1
1898,7,12,62.7,54.9,17.1,12.7
1898,7,13,61.3,53.5,16.3,11.9
1898,7,14,62.5,53,16.9,11.7
1898,7,15,67.6,44.5,19.8,6.9
1898,7,16,67.5,42.3,19.7,5.7
1898,7,17,70.5,59.7,21.4,15.4
1898,7,18,63.4,55.8,17.4,13.2
1898,7,19,64.7,53.3,18.2,11.8
1898,7,20,69.7,47.3,20.9,8.5
1898,7,21,69.6,55.4,20.9,13
1898,7,22,66.2,56.4,19,13.6
1898,7,23,60.6,51.6,15.9,10.9
1898,7,24,63.3,49.7,17.4,9.8
1898,7,25,67.5,48.1,19.7,8.9
1898,7,26,65.8,51.9,18.8,11.1
1898,7,27,64.5,52.4,18.1,11.3
1898,7,28,60.8,52.6,16,11.4
1898,7,29,61.8,48.4,16.6,9.1
1898,7,30,70.6,35.5,21.4,1.9
1898,7,31,65.7,51,18.7,10.6
1898,8,1,69.3,55.8,20.7,13.2
1898,8,2,64.3,57.8,17.9,14.3
1898,8,3,62.3,50.8,16.8,10.4
1898,8,4,65.5,50.3,18.6,10.2
1898,8,5,64.3,54.4,17.9,12.4
1898,8,6,60.5,48.9,15.8,9.4
1898,8,7,63,40.1,17.2,4.5
1898,8,8,60.7,45.2,15.9,7.3
1898,8,9,62.8,41.4,17.1,5.2
1898,8,10,72.3,53.3,22.4,11.8
1898,8,11,69.7,60.3,20.9,15.7
1898,8,12,64.7,55.3,18.2,12.9
1898,8,13,70.3,54.3,21.3,12.4
1898,8,14,70.3,51.9,21.3,11.1
1898,8,15,70.3,39.8,21.3,4.3
1898,8,16,65.4,41.6,18.6,5.3
1898,8,17,69.5,38.3,20.8,3.5
1898,8,18,66.7,46.5,19.3,8.1
1898,8,19,67.8,55.7,19.9,13.2
1898,8,20,71.8,55.7,22.1,13.2
1898,8,21,72.3,59.8,22.4,15.4
1898,8,22,66.7,57.8,19.3,14.3
1898,8,23,63.8,53.6,17.7,12
1898,8,24,63,51.4,17.2,10.8
1898,8,25,64.3,42.2,17.9,5.7
1898,8,26,66.2,57.4,19,14.1
1898,8,27,63.5,50.3,17.5,10.2
1898,8,28,58.7,48.4,14.8,9.1
1898,8,29,63.4,45.9,17.4,7.7
1898,8,30,65.5,50.6,18.6,10.3
1898,8,31,60.8,49.3,16,9.6
1898,9,1,62.3,49.8,16.8,9.9
1898,9,2,69.1,55.8,20.6,13.2
1898,9,3,73.9,52.7,23.3,11.5
1898,9,4,77.3,44.9,25.2,7.2
1898,9,5,77.3,54.9,25.2,12.7
1898,9,6,75.3,60.5,24.1,15.8
1898,9,7,70.3,59.3,21.3,15.2
1898,9,8,66.8,55.9,19.3,13.3
1898,9,9,63.6,52.3,17.6,11.3
1898,9,10,67.9,51.1,19.9,10.6
1898,9,11,63.5,51.9,17.5,11.1
1898,9,12,58.9,46.8,14.9,8.2
1898,9,13,66.3,50.8,19.1,10.4
1898,9,14,68.4,59.8,20.2,15.4
1898,9,15,70.7,61.4,21.5,16.3
1898,9,16,69.8,56,21,13.3
1898,9,17,70.7,56.7,21.5,13.7
1898,9,18,58,45.8,14.4,7.7
1898,9,19,63.8,46.3,17.7,7.9
1898,9,20,65.7,58.8,18.7,14.9
1898,9,21,61.8,52.5,16.6,11.4
1898,9,22,61.7,43.3,16.5,6.3
1898,9,23,62.3,35.2,16.8,1.8
1898,9,24,63.5,42.4,17.5,5.8
1898,9,25,62.8,48.3,17.1,9.1
1898,9,26,64.4,47.5,18,8.6
1898,9,27,55.9,47.8,13.3,8.8
1898,9,28,56.2,40.3,13.4,4.6
1898,9,29,56.3,39.8,13.5,4.3
1898,9,30,57.8,46.9,14.3,8.3
1898,10,1,65.4,48.2,18.6,9
1898,10,2,64.3,58.7,17.9,14.8
1898,10,3,65.8,47.6,18.8,8.7
1898,10,4,68.6,38.5,20.3,3.6
1898,10,5,58.5,52.6,14.7,11.4
1898,10,6,61.6,55.3,16.4,12.9
1898,10,7,60.8,55.7,16,13.2
1898,10,8,61.5,54.9,16.4,12.7
1898,10,9,60,42.6,15.6,5.9
1898,10,10,57.5,38.6,14.2,3.7
1898,10,11,57.9,31.8,14.4,-0.1
1898,10,12,55.3,29,12.9,-1.7
1898,10,13,53.9,41.5,12.2,5.3
1898,10,14,54.8,48.9,12.7,9.4
1898,10,15,52.3,47.5,11.3,8.6
1898,10,16,50,42.9,10,6.1
1898,10,17,51.3,42.2,10.7,5.7
1898,10,18,52.4,43.3,11.3,6.3
1898,10,19,52.9,41.5,11.6,5.3
1898,10,20,54.9,35.6,12.7,2
1898,10,21,62.2,51.6,16.8,10.9
1898,10,22,61.3,50.2,16.3,10.1
1898,10,23,58.3,40.5,14.6,4.7
1898,10,24,52.9,43.7,11.6,6.5
1898,10,25,57.3,45,14.1,7.2
1898,10,26,57.8,46.3,14.3,7.9
1898,10,27,56.3,38.7,13.5,3.7
1898,10,28,51.4,30.3,10.8,-0.9
1898,10,29,45.3,39.4,7.4,4.1
1898,10,30,50.3,37.5,10.2,3.1
1898,10,31,51.2,35.4,10.7,1.9
1898,11,1,53.6,32.3,12,0.2
1898,11,2,58.4,48.5,14.7,9.2
1898,11,3,49.8,40.4,9.9,4.7
1898,11,4,52.9,41.4,11.6,5.2
1898,11,5,54.5,39.3,12.5,4.1
1898,11,6,54.3,34.7,12.4,1.5
1898,11,7,55.1,49.2,12.8,9.6
1898,11,8,52.5,36.6,11.4,2.6
1898,11,9,56.8,33.6,13.8,0.9
1898,11,10,52.3,36.8,11.3,2.7
1898,11,11,53.9,47.2,12.2,8.4
1898,11,12,55.2,39.7,12.9,4.3
1898,11,13,48.5,32.6,9.2,0.3
1898,11,14,47.9,35.8,8.8,2.1
1898,11,15,48.3,37.8,9.1,3.2
1898,11,16,57.5,45.9,14.2,7.7
1898,11,17,55.3,50.3,12.9,10.2
1898,11,18,54.9,44.2,12.7,6.8
1898,11,19,48.8,42.3,9.3,5.7
1898,11,20,47.2,40.5,8.4,4.7
1898,11,21,45.8,34.7,7.7,1.5
1898,11,22,38.8,29,3.8,-1.7
1898,11,23,44.8,36,7.1,2.2
1898,11,24,41.3,36.6,5.2,2.6
1898,11,25,46.1,37.7,7.8,3.2
1898,11,26,46.5,36.6,8.1,2.6
1898,11,27,44.5,33.3,6.9,0.7
1898,11,28,40.8,33.7,4.9,0.9
1898,11,29,44.7,33.6,7.1,0.9
1898,11,30,51.5,36.7,10.8,2.6
1898,12,1,52.9,48.2,11.6,9
1898,12,2,53.4,41.7,11.9,5.4
1898,12,3,52.4,40.7,11.3,4.8
1898,12,4,55,46.7,12.8,8.2
1898,12,5,55.5,50.6,13.1,10.3
1898,12,6,51.1,38.3,10.6,3.5
1898,12,7,47.5,36.3,8.6,2.4
1898,12,8,48.4,32.3,9.1,0.2
1898,12,9,48.7,42.3,9.3,5.7
1898,12,10,52.6,46.5,11.4,8.1
1898,12,11,54.3,50.7,12.4,10.4
1898,12,12,54.1,41.3,12.3,5.2
1898,12,13,48.2,38.8,9,3.8
1898,12,14,51.7,46.4,10.9,8
1898,12,15,49.2,41.4,9.6,5.2
1898,12,16,54.1,43.9,12.3,6.6
1898,12,17,52.6,43.8,11.4,6.6
1898,12,18,52.5,36.2,11.4,2.3
1898,12,19,45.9,32.8,7.7,0.4
1898,12,20,45.1,32.3,7.3,0.2
1898,12,21,45.8,40.3,7.7,4.6
1898,12,22,47.5,40.5,8.6,4.7
1898,12,23,49.5,45,9.7,7.2
1898,12,24,49.6,38.3,9.8,3.5
1898,12,25,53.7,44.7,12.1,7.1
1898,12,26,53.5,42.8,11.9,6
1898,12,27,48.9,40.7,9.4,4.8
1898,12,28,43.5,36.5,6.4,2.5
1898,12,29,44.1,34.6,6.7,1.4
1898,12,30,42.5,27.8,5.8,-2.3
1898,12,31,48.8,31.7,9.3,-0.2
1899,1,1,39.9,30.6,4.4,-0.8
1899,1,2,41.8,34.5,5.4,1.4
1899,1,3,51.8,34.3,11,1.3
1899,1,4,51.3,32.5,10.7,0.3
1899,1,5,41,30.5,5,-0.8
1899,1,6,47.5,28.4,8.6,-2
1899,1,7,45.7,22.5,7.6,-5.3
1899,1,8,52.5,43.4,11.4,6.3
1899,1,9,52.2,39,11.2,3.9
1899,1,10,45,32.8,7.2,0.4
1899,1,11,40,31.3,4.4,-0.4
1899,1,12,47.4,35.1,8.6,1.7
1899,1,13,44.1,36.3,6.7,2.4
1899,1,14,47.5,34.5,8.6,1.4
1899,1,15,50.3,40.5,10.2,4.7
1899,1,16,47.7,35.7,8.7,2.1
1899,1,17,40.2,28.7,4.6,-1.8
1899,1,18,52.5,39.7,11.4,4.3
1899,1,19,48.7,39.8,9.3,4.3
1899,1,20,49,40.6,9.4,4.8
1899,1,21,51.4,44.3,10.8,6.8
1899,1,22,46.3,39.4,7.9,4.1
1899,1,23,43.5,27.5,6.4,-2.5
1899,1,24,39.5,22.5,4.2,-5.3
1899,1,25,41.4,33.8,5.2,1
1899,1,26,38.7,30.8,3.7,-0.7
1899,1,27,41.3,23.3,5.2,-4.8
1899,1,28,35.9,17.8,2.2,-7.9
1899,1,29,40.2,25.8,4.6,-3.4
1899,1,30,42.8,34.3,6,1.3
1899,1,31,44.6,32.1,7,0.1
1899,2,1,41.3,27.6,5.2,-2.4
1899,2,2,41.8,23,5.4,-5
1899,2,3,40.5,17.3,4.7,-8.2
1899,2,4,41.7,31.1,5.4,-0.5
1899,2,5,46.2,39.3,7.9,4.1
1899,2,6,48.3,37.5,9.1,3.1
1899,2,7,49.8,41.5,9.9,5.3
1899,2,8,50.2,39.7,10.1,4.3
1899,2,9,51.2,37.7,10.7,3.2
1899,2,10,50.2,39.7,10.1,4.3
1899,2,11,49.6,42.4,9.8,5.8
1899,2,12,47.2,35.8,8.4,2.1
1899,2,13,47.5,37.3,8.6,2.9
1899,2,14,47.9,36.1,8.8,2.3
1899,2,15,49.7,30.4,9.8,-0.9
1899,2,16,49.1,35.8,9.5,2.1
1899,2,17,48.8,41.4,9.3,5.2
1899,2,18,49.2,38.9,9.6,3.8
1899,2,19,49.5,26.8,9.7,-2.9
1899,2,20,43.9,25.7,6.6,-3.5
1899,2,21,49.7,39.2,9.8,4
1899,2,22,44.4,37.3,6.9,2.9
1899,2,23,49.2,33.4,9.6,0.8
1899,2,24,51.8,40.4,11,4.7
1899,2,25,50.2,41.2,10.1,5.1
1899,2,26,49.1,34.8,9.5,1.6
1899,2,27,48.9,29.9,9.4,-1.2
1899,2,28,49.5,36.8,9.7,2.7
1899,3,1,55.2,34.5,12.9,1.4
1899,3,2,55.3,39.7,12.9,4.3
1899,3,3,48.9,36.5,9.4,2.5
1899,3,4,43.8,29.5,6.6,-1.4
1899,3,5,43.7,20.6,6.5,-6.3
1899,3,6,50.5,34.9,10.3,1.6
1899,3,7,49.4,36.1,9.7,2.3
1899,3,8,43.9,35.9,6.6,2.2
1899,3,9,47.6,32.5,8.7,0.3
1899,3,10,54.6,38,12.6,3.3
1899,3,11,53.5,46.6,11.9,8.1
1899,3,12,55.1,34.9,12.8,1.6
1899,3,13,56.1,46.7,13.4,8.2
1899,3,14,51.3,44.5,10.7,6.9
1899,3,15,52.7,38.7,11.5,3.7
1899,3,16,62.9,30.6,17.2,-0.8
1899,3,17,63.3,28.5,17.4,-1.9
1899,3,18,46.7,35.4,8.2,1.9
1899,3,19,43.6,26.1,6.4,-3.3
1899,3,20,42.8,32.9,6,0.5
1899,3,21,41.1,27.5,5.1,-2.5
1899,3,22,41.3,22,5.2,-5.6
1899,3,23,40.7,16.6,4.8,-8.6
1899,3,24,46.3,20.1,7.9,-6.6
1899,3,25,55.3,37.8,12.9,3.2
1899,3,26,56.3,45.7,13.5,7.6
1899,3,27,58,43.4,14.4,6.3
1899,3,28,54.6,44.3,12.6,6.8
1899,3,29,56.4,45.6,13.6,7.6
1899,3,30,53,43.9,11.7,6.6
1899,3,31,58.9,48.6,14.9,9.2
1899,4,1,59.7,49.6,15.4,9.8
1899,4,2,55.2,48.6,12.9,9.2
1899,4,3,56.3,48.7,13.5,9.3
1899,4,4,56.4,44.3,13.6,6.8
1899,4,5,52.1,42.7,11.2,5.9
1899,4,6,52.4,37.1,11.3,2.8
1899,4,7,48.9,39.7,9.4,4.3
1899,4,8,49.9,35.7,9.9,2.1
1899,4,9,52.4,37.8,11.3,3.2
1899,4,10,50.5,40.7,10.3,4.8
1899,4,11,49.2,35.7,9.6,2.1
1899,4,12,47.3,30.4,8.5,-0.9
1899,4,13,51.3,37.3,10.7,2.9
1899,4,14,50.9,37.8,10.5,3.2
1899,4,15,51,34.7,10.6,1.5
1899,4,16,48.9,27.5,9.4,-2.5
1899,4,17,46.4,30,8,-1.1
1899,4,18,50.3,27.7,10.2,-2.4
1899,4,19,55.1,43.1,12.8,6.2
1899,4,20,51.8,41.7,11,5.4
1899,4,21,50.7,37.4,10.4,3
1899,4,22,51.3,28,10.7,-2.2
1899,4,23,54.8,40.7,12.7,4.8
1899,4,24,60.7,44.8,15.9,7.1
1899,4,25,52,37.6,11.1,3.1
1899,4,26,54.7,40.5,12.6,4.7
1899,4,27,56.3,40.9,13.5,4.9
1899,4,28,63.1,50.7,17.3,10.4
1899,4,29,51.8,45.1,11,7.3
1899,4,30,52.2,41.4,11.2,5.2
1899,5,1,59.2,46.3,15.1,7.9
1899,5,2,53.7,43.9,12.1,6.6
1899,5,3,56.8,37.3,13.8,2.9
1899,5,4,54.6,33.7,12.6,0.9
1899,5,5,56.3,32.2,13.5,0.1
1899,5,6,60.8,32.6,16,0.3
1899,5,7,61,30.6,16.1,-0.8
1899,5,8,63.3,32.2,17.4,0.1
1899,5,9,62.7,35.1,17.1,1.7
1899,5,10,55.8,45.5,13.2,7.5
1899,5,11,59.7,38.5,15.4,3.6
1899,5,12,53.2,47,11.8,8.3
1899,5,13,50.7,43.1,10.4,6.2
1899,5,14,53.3,40.8,11.8,4.9
1899,5,15,57.6,33,14.2,0.6
1899,5,16,56.9,36.1,13.8,2.3
1899,5,17,56.3,41.3,13.5,5.2
1899,5,18,53.3,40.9,11.8,4.9
1899,5,19,61.9,37.7,16.6,3.2
1899,5,20,55.3,49.6,12.9,9.8
1899,5,21,57.3,43.7,14.1,6.5
1899,5,22,59.1,45.2,15.1,7.3
1899,5,23,59.3,47.2,15.2,8.4
1899,5,24,57.2,47.3,14,8.5
1899,5,25,55.6,38.4,13.1,3.6
1899,5,26,58.3,33.5,14.6,0.8
1899,5,27,58.7,34.8,14.8,1.6
1899,5,28,63.8,32.5,17.7,0.3
1899,5,29,63.9,38.7,17.7,3.7
1899,5,30,66.1,42.9,18.9,6.1
1899,5,31,68.3,38.7,20.2,3.7
1899,6,1,72.1,47.9,22.3,8.8
1899,6,2,58.2,48.3,14.6,9.1
1899,6,3,60.3,43.3,15.7,6.3
1899,6,4,66.9,55.1,19.4,12.8
1899,6,5,69.3,50.9,20.7,10.5
1899,6,6,75.9,46.8,24.4,8.2
1899,6,7,71.5,53,21.9,11.7
1899,6,8,71.8,46.2,22.1,7.9
1899,6,9,68.4,51.8,20.2,11
1899,6,10,68.8,49.4,20.4,9.7
1899,6,11,68.5,43.8,20.3,6.6
1899,6,12,61,53.7,16.1,12.1
1899,6,13,77,50.5,25,10.3
1899,6,14,75.6,45.5,24.2,7.5
1899,6,15,72.9,48.4,22.7,9.1
1899,6,16,68.7,55.5,20.4,13.1
1899,6,17,62,49.9,16.7,9.9
1899,6,18,59.5,48.2,15.3,9
1899,6,19,61.3,40.3,16.3,4.6
1899,6,20,56.9,47.6,13.8,8.7
1899,6,21,58.7,50.3,14.8,10.2
1899,6,22,70.3,44.7,21.3,7.1
1899,6,23,64.1,52.6,17.8,11.4
1899,6,24,61.5,45.5,16.4,7.5
1899,6,25,72.4,52.7,22.4,11.5
1899,6,26,63.5,55.3,17.5,12.9
1899,6,27,69.5,54.1,20.8,12.3
1899,6,28,62.7,52.6,17.1,11.4
1899,6,29,60.5,51.9,15.8,11.1
1899,6,30,61.5,50.8,16.4,10.4
1899,7,1,58.1,51.8,14.5,11
1899,7,2,56.8,49.4,13.8,9.7
1899,7,3,59.3,50.4,15.2,10.2
1899,7,4,68.5,50.5,20.3,10.3
1899,7,5,68.5,52.5,20.3,11.4
1899,7,6,73,52.9,22.8,11.6
1899,7,7,67.8,54,19.9,12.2
1899,7,8,67.7,51.5,19.8,10.8
1899,7,9,62.8,54.5,17.1,12.5
1899,7,10,61.1,46,16.2,7.8
1899,7,11,58.7,51.4,14.8,10.8
1899,7,12,61.5,51.7,16.4,10.9
1899,7,13,67.7,40.1,19.8,4.5
1899,7,14,65.6,55.1,18.7,12.8
1899,7,15,65.2,52.4,18.4,11.3
1899,7,16,67.5,50.5,19.7,10.3
1899,7,17,72.6,52.7,22.6,11.5
1899,7,18,65.5,56.8,18.6,13.8
1899,7,19,66.3,58.4,19.1,14.7
1899,7,20,66.8,55.5,19.3,13.1
1899,7,21,68.8,58.1,20.4,14.5
1899,7,22,75.5,59.3,24.2,15.2
1899,7,23,66.2,55.9,19,13.3
1899,7,24,62.2,52.7,16.8,11.5
1899,7,25,67.8,52.8,19.9,11.6
1899,7,26,63.6,54.8,17.6,12.7
1899,7,27,62.4,53.1,16.9,11.7
1899,7,28,67.8,41.3,19.9,5.2
1899,7,29,68.3,57.5,20.2,14.2
1899,7,30,67.6,56.8,19.8,13.8
1899,7,31,78.5,53.9,25.8,12.2
1899,8,1,80.4,51.2,26.9,10.7
1899,8,2,71.9,57.2,22.2,14
1899,8,3,75.2,56.2,24,13.4
1899,8,4,72.3,59.7,22.4,15.4
1899,8,5,69.5,57.3,20.8,14.1
1899,8,6,65.2,54.7,18.4,12.6
1899,8,7,67.7,58.1,19.8,14.5
1899,8,8,70.2,55.1,21.2,12.8
1899,8,9,73.2,44.2,22.9,6.8
1899,8,10,72.3,39.6,22.4,4.2
1899,8,11,76.8,43.3,24.9,6.3
1899,8,12,77.3,45.5,25.2,7.5
1899,8,13,76.9,48.7,24.9,9.3
1899,8,14,76.3,51,24.6,10.6
1899,8,15,69.8,55.3,21,12.9
1899,8,16,68.2,41.5,20.1,5.3
1899,8,17,64.3,51.1,17.9,10.6
1899,8,18,67.2,56.5,19.6,13.6
1899,8,19,74.1,57.8,23.4,14.3
1899,8,20,75.8,55.1,24.3,12.8
1899,8,21,76,53.4,24.4,11.9
1899,8,22,79.4,46.1,26.3,7.8
