bag,ztop,EDC3béta,AICC2012,deutfinal,temp,acc-EDC3beta
2633,1447.6,108469.7,106326.3333,-421.6,213,1.839
2634,1448.15,108530.6,106381.6667,-420.5,213.1,1.855
2635,1448.7,108591.1,106437,-426.3,212.2,1.757
2636,1449.25,108655,106494,-421.5,213,1.806
2637,1449.8,108717.1,106551,-424.5,212.5,1.776
2638,1450.35,108780.4,106608,-420.8,213.1,1.852
2639,1450.9,108841.2,106664.6667,-424.9,212.4,1.763
2640,1451.45,108905,106721.3333,-425.2,212.4,1.745
2641,1452,108969.6,106778,-424.7,212.4,1.748
2642,1452.55,109034.1,106838.6667,-429,211.7,1.643
2643,1453.1,109102.8,106899.3333,-428.9,211.8,1.637
2644,1453.65,109171.8,106960,-429.9,211.6,1.615
2645,1454.2,109241.8,107023,-430.4,211.5,1.604
2646,1454.75,109312.3,107086,-429.9,211.6,1.61
2647,1455.3,109382.6,107149,-430.8,211.4,1.582
2648,1455.85,109454.2,107214.6667,-432.6,211.1,1.551
2649,1456.4,109527.4,107280.3333,-433.1,211.1,1.517
2650,1456.95,109602.2,107346,-436.9,210.4,1.456
2651,1457.5,109680.2,107413.3333,-430,211.6,1.591
2652,1458.05,109751.7,107480.6667,-433.7,211,1.535
2653,1458.6,109825.8,107548,-431.1,211.4,1.568
2654,1459.15,109898.4,107615,-433.2,211,1.544
2655,1459.7,109972.2,107682,-430.1,211.5,1.581
2656,1460.25,110044.3,107749,-435.2,210.7,1.508
2657,1460.8,110120,107816.6667,-430.6,211.5,1.579
2658,1461.35,110192.4,107884.3333,-430.8,211.4,1.56
2659,1461.9,110265.6,107952,-438.6,210.1,1.449
2660,1462.45,110344.6,108020.3333,-430,211.6,1.588
2661,1463,110416.7,108088.6667,-427,212,1.672
2662,1463.55,110485.3,108157,-429.7,211.6,1.625
2663,1464.1,110555.8,108222,-428.7,211.8,1.645
2664,1464.65,110625.6,108287,-424.6,212.4,1.709
2665,1465.2,110692.9,108352,-434.6,210.8,1.546
2666,1465.75,110767.2,108418.3333,-427.2,212,1.656
2667,1466.3,110836.8,108484.6667,-426.1,212.2,1.711
2668,1466.85,110904.1,108551,-425.9,212.2,1.716
2669,1467.4,110971.2,108614.6667,-426.1,212.2,1.716
2670,1467.95,111038.5,108678.3333,-424.9,212.4,1.755
2671,1468.5,111104.3,108742,-422.5,212.8,1.765
2672,1469.05,111169.8,108808,-432.3,211.2,1.595
2673,1469.6,111242.3,108874,-426.6,212.1,1.719
2674,1470.15,111309.7,108940,-418,213.5,1.874
2675,1470.7,111371.5,109004.3333,-424.7,212.4,1.755
2676,1471.25,111437.6,109068.6667,-431.2,211.3,1.61
2677,1471.8,111509.7,109133,-426.4,212.1,1.68
2678,1472.35,111578.8,109198,-426.2,212.2,1.737
2679,1472.9,111645.8,109263,-419.5,213.3,1.845
2680,1473.45,111708.8,109328,-423.5,212.6,1.803
2681,1474,111773.4,109393,-424.4,212.5,1.76
2682,1474.55,111839.6,109458,-424.4,212.5,1.748
2683,1475.1,111906.3,109523,-426.3,212.1,1.716
2684,1475.65,111974.4,109589.6667,-425.4,212.3,1.741
2685,1476.2,112041.5,109656.3333,-421.6,212.9,1.806
2686,1476.75,112106.2,109723,-424.7,212.4,1.774
2687,1477.3,112172.1,109788.6667,-421.8,212.9,1.821
2688,1477.85,112236.4,109854.3333,-422.6,212.8,1.793
2689,1478.4,112301.8,109920,-425.8,212.2,1.743
2690,1478.95,112369.1,109987,-423.1,212.7,1.783
2691,1479.5,112434.9,110054,-422.9,212.7,1.826
2692,1480.05,112499.2,110121,-417.8,213.5,1.869
2693,1480.6,112562.1,110189.6667,-427.6,211.9,1.712
2694,1481.15,112630.9,110258.3333,-427.9,211.9,1.689
2695,1481.7,112700.6,110327,-421.4,212.9,1.788
2696,1482.25,112766.5,110396,-425.8,212.2,1.736
2697,1482.8,112834.4,110465,-424.5,212.4,1.773
2698,1483.35,112901,110534,-420,213.2,1.83
2699,1483.9,112965.5,110603.6667,-426,212.2,1.735
2700,1484.45,113033.6,110673.3333,-426.3,212.1,1.708
2701,1485,113102.8,110743,-425,212.3,1.732
2702,1485.55,113171.1,110813.6667,-424.6,212.4,1.753
2703,1486.1,113238.7,110884.3333,-422.5,212.8,1.783
2704,1486.65,113305.1,110955,-425.9,212.2,1.725
2705,1487.2,113373.9,111026.6667,-427.4,211.9,1.7
2706,1487.75,113443.7,111098.3333,-420.5,213.1,1.831
2707,1488.3,113508.5,111170,-421.3,212.9,1.838
2708,1488.85,113573.2,111242,-424.6,212.4,1.745
2709,1489.4,113641.3,111314,-427.6,211.9,1.703
2710,1489.95,113711.2,111386,-421.4,212.9,1.81
2711,1490.5,113777,111455.3333,-418.7,213.4,1.899
2712,1491.05,113839.8,111524.6667,-423.5,212.6,1.824
2713,1491.6,113905.2,111594,-418,213.5,1.914
2714,1492.15,113967.5,111661,-416.8,213.7,1.971
2715,1492.7,114028.1,111728,-420.1,213.1,1.87
2716,1493.25,114092,111795,-422.6,212.7,1.816
2717,1493.8,114157.9,111866,-421.9,212.8,1.822
2718,1494.35,114223.6,111937,-421,213,1.854
2719,1494.9,114288.2,112008,-418.6,213.4,1.914
2720,1495.45,114350.8,112078,-418.7,213.4,1.888
2721,1496,114414.3,112148,-424.7,212.4,1.773
2722,1496.55,114481.9,112218,-413.4,214.2,2.074
2723,1497.1,114539.8,112284.3333,-416,213.8,2.001
2724,1497.65,114599.9,112350.6667,-418.1,213.5,1.966
2725,1498.2,114661,112417,-415.4,213.9,1.987
2726,1498.75,114721.6,112486.3333,-420.4,213.1,1.879
2727,1499.3,114785.7,112555.6667,-422.1,212.8,1.848
2728,1499.85,114850.8,112625,-416.7,213.7,1.957
2729,1500.4,114912.4,112693,-414.9,214,2.002
2730,1500.95,114972.7,112761,-422.6,212.7,1.848
2731,1501.5,115038,112829,-414,214.1,2.041
2732,1502.05,115097.2,112892.6667,-412.8,214.3,2.111
2733,1502.6,115154.5,112956.3333,-411.4,214.5,2.13
2734,1503.15,115211.3,113020,-413.6,214.2,2.101
2735,1503.7,115268.9,113082.3333,-412.7,214.3,2.109
2736,1504.25,115326.3,113144.6667,-411.5,214.5,2.149
2737,1504.8,115382.7,113207,-411.8,214.5,2.165
2738,1505.35,115438.7,113267.3333,-406.6,215.3,2.26
2739,1505.9,115492.4,113327.6667,-413.5,214.2,2.128
2740,1506.45,115549.5,113388,-412.4,214.4,2.107
2741,1507,115607.2,113450,-413.2,214.2,2.107
2742,1507.55,115664.9,113512,-412,214.4,2.15
2743,1508.1,115721.5,113574,-406.8,215.3,2.274
2744,1508.65,115775,113635,-413.3,214.2,2.105
2745,1509.2,115832.9,113696,-414.7,214,2.046
2746,1509.75,115892.4,113757,-414.5,214,2.072
2747,1510.3,115951.3,113818.3333,-411,214.6,2.139
2748,1510.85,116008.3,113879.6667,-411.4,214.5,2.206
2749,1511.4,116063.7,113941,-404.6,215.7,2.339
2750,1511.95,116115.9,113997,-405.9,215.4,2.338
2751,1512.5,116168.2,114053,-409.9,214.8,2.222
2752,1513.05,116223.3,114109,-412.1,214.4,2.138
2753,1513.6,116280.5,114166.6667,-408,215.1,2.271
2754,1514.15,116334.5,114224.3333,-409.7,214.8,2.262
2755,1514.7,116388.7,114282,-400.7,216.3,2.45
2756,1515.25,116438.7,114337.3333,-410.8,214.6,2.244
2757,1515.8,116493.4,114392.6667,-406.6,215.3,2.287
2758,1516.35,116547.1,114448,-408.2,215.1,2.33
2759,1516.9,116599.8,114503.3333,-402.3,216,2.363
2760,1517.45,116651.8,114558.6667,-410.8,214.6,2.267
2761,1518,116706.1,114614,-407.9,215.1,2.243
2762,1518.55,116760.9,114670.6667,-409.4,214.9,2.242
2763,1519.1,116815.8,114727.3333,-408.6,215,2.259
2764,1519.65,116870.3,114784,-406.6,215.3,2.323
2765,1520.2,116923.4,114839.3333,-405,215.6,2.369
2766,1520.75,116975.4,114894.6667,-409,214.9,2.25
2767,1521.3,117030.3,114950,-411,214.6,2.189
2768,1521.85,117086.7,115005.3333,-405.1,215.6,2.365
2769,1522.4,117138.9,115060.6667,-403.9,215.8,2.381
2770,1522.95,117190.8,115116,-411.1,214.6,2.238
2771,1523.5,117246.1,115171,-405.7,215.5,2.324
2772,1524.05,117299.3,115226,-405.2,215.6,2.326
2773,1524.6,117352.5,115281,-410.9,214.6,2.274
2774,1525.15,117407,115335.6667,-404,215.8,2.348
2775,1525.7,117459.7,115390.3333,-405.9,215.4,2.309
2776,1526.25,117513.4,115445,-413.8,214.1,2.168
2777,1526.8,117570.6,115499,-404.9,215.6,2.361
2778,1527.35,117623.2,115553,-400.4,216.4,2.536
2779,1527.9,117672.2,115607,-402.9,215.9,2.491
2780,1528.45,117722,115657.6667,-401.7,216.1,2.505
2781,1529,117771.7,115708.3333,-403.1,215.9,2.478
2782,1529.55,117821.9,115759,-401.8,216.1,2.489
2783,1530.1,117871.8,115811,-405.3,215.5,2.398
2784,1530.65,117923.8,115863,-404.6,215.7,2.407
2785,1531.2,117975.5,115915,-402.9,215.9,2.478
2786,1531.75,118025.8,115965.3333,-399.1,216.6,2.593
2787,1532.3,118073.9,116015.6667,-403.7,215.8,2.45
2788,1532.85,118124.8,116066,-406.1,215.4,2.375
2789,1533.4,118177.4,116115.6667,-397.6,216.8,2.655
2790,1533.95,118224.4,116165.3333,-400.6,216.3,2.59
2791,1534.5,118272.7,116215,-398.4,216.7,2.621
2792,1535.05,118320.4,116265,-401.8,216.1,2.515
2793,1535.6,118370.1,116315,-405.3,215.5,2.457
2794,1536.15,118421,116365,-395.6,217.1,2.679
2795,1536.7,118467.8,116412.6667,-399.3,216.5,2.654
2796,1537.25,118515,116460.3333,-398.9,216.6,2.629
2797,1537.8,118562.6,116508,-399.3,216.5,2.639
2798,1538.35,118610.1,116554.6667,-397.9,216.8,2.711
2799,1538.9,118656.4,116601.3333,-393.9,217.4,2.733
2800,1539.45,118702.3,116648,-400.2,216.4,2.647
2801,1540,118749.8,116696.3333,-400.6,216.3,2.604
2802,1540.55,118798,116744.6667,-397.2,216.9,2.663
2803,1541.1,118845.2,116793,-398.4,216.7,2.671
2804,1541.65,118892.3,116839.6667,-398.3,216.7,2.695
2805,1542.2,118939,116886.3333,-393.7,217.5,2.814
2806,1542.75,118983.7,116933,-399.1,216.6,2.645
2807,1543.3,119031.4,116980,-399.2,216.6,2.631
2808,1543.85,119079.2,117027,-393.7,217.5,2.835
2809,1544.4,119123.7,117074,-398.6,216.7,2.698
2810,1544.95,119170.4,117121.3333,-395.6,217.2,2.708
2811,1545.5,119217,117168.6667,-401.4,216.2,2.593
2812,1546.05,119265.7,117216,-400.1,216.4,2.705
2813,1546.6,119312.4,117260.3333,-387.8,218.4,2.94
2814,1547.15,119355.4,117304.6667,-391.8,217.8,3.051
2815,1547.7,119396.8,117349,-389.3,218.2,2.992
2816,1548.25,119439.1,117394.3333,-395.9,217.1,2.796
2817,1548.8,119484.3,117439.6667,-401.7,216.2,2.562
2818,1549.35,119533.7,117485,-394.9,217.3,2.79
2819,1549.9,119579.1,117532.6667,-398.2,216.7,2.665
2820,1550.45,119626.6,117580.3333,-400.5,216.4,2.605
2821,1551,119675.3,117628,-393.7,217.5,2.843
2822,1551.55,119719.9,117673,-393.3,217.5,2.901
2823,1552.1,119763.6,117718,-392.1,217.7,2.841
2824,1552.65,119808.3,117763,-399.3,216.6,2.752
2825,1553.2,119854.4,117810.3333,-395.4,217.2,2.723
2826,1553.75,119901.1,117857.6667,-397.5,216.8,2.714
2827,1554.3,119947.9,117905,-398.5,216.7,2.685
2828,1554.85,119995.2,117951.6667,-396.8,217,2.757
2829,1555.4,120041.4,117998.3333,-391.9,217.8,2.879
2830,1555.95,120085.5,118045,-397.6,216.8,2.729
2831,1556.5,120132.2,118090.6667,-394.7,217.3,2.822
2832,1557.05,120177.3,118136.3333,-394,217.4,2.901
2833,1557.6,120221.2,118182,-388.4,218.4,2.996
2834,1558.15,120263.8,118225.6667,-395.5,217.2,2.994
2835,1558.7,120306.4,118269.3333,-386.8,218.6,2.997
2836,1559.25,120348.9,118313,-393.1,217.6,2.988
2837,1559.8,120391.6,118358,-392.8,217.6,2.904
2838,1560.35,120435.6,118403,-394.6,217.3,2.843
2839,1560.9,120480.5,118448,-395.4,217.2,2.81
2840,1561.45,120526,118494,-392.2,217.7,2.914
2841,1562,120569.8,118540,-394.9,217.3,2.845
2842,1562.55,120614.8,118586,-394.8,217.3,2.869
2843,1563.1,120659.4,118632.3333,-391.4,217.9,2.849
2844,1563.65,120704.3,118678.6667,-398.7,216.7,2.774
2845,1564.2,120750.4,118725,-396,217.1,2.822
2846,1564.75,120795.8,118770.3333,-388.9,218.3,2.988
2847,1565.3,120838.7,118815.6667,-392.7,217.7,2.969
2848,1565.85,120881.9,118861,-388.5,218.4,3.089
2849,1566.4,120923.4,118905.3333,-395.1,217.3,2.887
2850,1566.95,120967.8,118949.6667,-391.4,217.9,2.984
2851,1567.5,121010.8,118994,-389.3,218.3,3.147
2852,1568.05,121051.6,119036.6667,-384.1,219.1,3.185
2853,1568.6,121091.9,119079.3333,-392.3,217.8,3.036
2854,1569.15,121134.2,119122,-392.9,217.7,2.933
2855,1569.7,121178,119167.3333,-390.1,218.1,3.025
2856,1570.25,121220.5,119212.6667,-394.1,217.5,2.878
2857,1570.8,121265.2,119258,-396.3,217.1,2.847
2858,1571.35,121310.4,119303.6667,-391.9,217.8,2.944
2859,1571.9,121354.1,119349.3333,-390.2,218.1,2.994
2860,1572.45,121397.1,119395,-393.5,217.6,3.025
2861,1573,121439.7,119439.3333,-385.1,219,3.222
2862,1573.55,121479.7,119483.6667,-393.5,217.6,2.961
2863,1574.1,121523.2,119528,-385.6,218.9,3.212
2864,1574.65,121563.4,119570.3333,-387.8,218.5,3.19
2865,1575.2,121603.8,119612.6667,-389.6,218.2,3.142
2866,1575.75,121644.9,119655,-388.3,218.5,3.118
2867,1576.3,121686.3,119699.3333,-392.4,217.8,2.988
2868,1576.85,121729.5,119743.6667,-390.3,218.1,3.077
2869,1577.4,121771.5,119788,-388.9,218.4,3.095
2870,1577.95,121813.2,119833,-391.3,218,3.025
2871,1578.5,121856,119878,-393,217.7,2.981
2872,1579.05,121899.3,119923,-391.5,218,3.012
2873,1579.6,121942.3,119967.6667,-389.6,218.3,3.077
2874,1580.15,121984.4,120012.3333,-391.2,218,3.037
2875,1580.7,122027,120057,-390.6,218.1,3.103
2876,1581.25,122068.7,120100.6667,-386.2,218.9,3.187
2877,1581.8,122109.4,120144.3333,-389.5,218.3,3.192
2878,1582.35,122150,120188,-387.8,218.6,3.166
2879,1582.9,122190.9,120231.3333,-388.9,218.4,3.165
2880,1583.45,122231.9,120274.6667,-387.9,218.6,3.212
2881,1584,122272.3,120318,-386.2,218.9,3.338
2882,1584.55,122311.2,120360.3333,-382.4,219.5,3.3
2883,1585.1,122350.5,120402.6667,-390.6,218.2,3.187
2884,1585.65,122391.2,120445,-391,218.1,3.085
2885,1586.2,122433.3,120488.3333,-382.5,219.5,3.4
2886,1586.75,122471.6,120531.6667,-390.2,218.2,3.159
2887,1587.3,122512.7,120575,-389.2,218.4,3.128
2888,1587.85,122554.3,120619.3333,-389.3,218.4,3.154
2889,1588.4,122595.5,120663.6667,-388.3,218.6,3.169
2890,1588.95,122636.6,120708,-389.4,218.4,3.146
2891,1589.5,122678,120750.6667,-388.3,218.6,3.246
2892,1590.05,122718.1,120793.3333,-383.6,219.3,3.341
2893,1590.6,122757,120836,-386.4,218.9,3.439
2894,1591.15,122794.9,120877.6667,-380.3,219.9,3.503
2895,1591.7,122832.1,120919.3333,-387.6,218.7,3.226
2896,1592.25,122872.5,120961,-391.8,218,3.154
2897,1592.8,122913.9,121003.3333,-384.3,219.2,3.317
2898,1593.35,122953.2,121045.6667,-383.5,219.4,3.389
2899,1593.9,122991.7,121088,-387.7,218.7,3.282
2900,1594.45,123031.5,121131.3333,-388.6,218.5,3.197
2901,1595,123072.3,121174.6667,-387.6,218.7,3.274
2902,1595.55,123112.2,121218,-384.9,219.2,3.277
2903,1596.1,123152.1,121262.3333,-389,218.5,3.159
2904,1596.65,123193.5,121306.6667,-395,217.5,2.976
2905,1597.2,123237.4,121351,-390.4,218.3,3.064
2906,1597.75,123280.1,121396,-388.8,218.5,3.163
2907,1598.3,123321.5,121441,-391.3,218.1,3.127
2908,1598.85,123363.3,121486,-387.6,218.7,3.153
2909,1599.4,123404.8,121530.3333,-390.5,218.3,3.16
2910,1599.95,123446.2,121574.6667,-389.4,218.4,3.177
2911,1600.5,123487.5,121619,-385.5,219.1,3.332
2912,1601.05,123526.8,121660.6667,-384,219.3,3.39
2913,1601.6,123565.4,121702.3333,-387.6,218.8,3.409
2914,1602.15,123603.9,121744,-381.6,219.7,3.388
2915,1602.7,123642.6,121786.6667,-387.8,218.7,3.316
2916,1603.25,123682.2,121829.3333,-390.3,218.3,3.138
2917,1603.8,123724,121872,-388,218.7,3.251
2918,1604.35,123764.3,121915,-386,219,3.289
2919,1604.9,123804.2,121958,-387.6,218.8,3.29
2920,1605.45,123844.1,122001,-387.3,218.8,3.283
2921,1606,123884.1,122043,-385.6,219.1,3.366
2922,1606.55,123923.2,122085,-384.7,219.3,3.396
2923,1607.1,123961.9,122127,-385.6,219.1,3.342
2924,1607.65,124001.2,122169,-388.1,218.7,3.343
2925,1608.2,124040.5,122211,-382.8,219.6,3.459
2926,1608.75,124078.5,122253,-381.7,219.8,3.556
2927,1609.3,124115.5,122294.3333,-383.9,219.4,3.362
2928,1609.85,124154.7,122335.6667,-391.6,218.1,3.298
2929,1610.4,124194.6,122377,-383.3,219.5,3.361
2930,1610.95,124233.8,122418.6667,-385.4,219.2,3.398
2931,1611.5,124272.5,122460.3333,-385.1,219.2,3.355
2932,1612.05,124311.8,122502,-388.1,218.7,3.356
2933,1612.6,124351.1,122545.3333,-384,219.4,3.262
2934,1613.15,124391.5,122588.6667,-394.9,217.6,3.074
2935,1613.7,124434.4,122632,-383.2,219.5,3.434
2936,1614.25,124472.8,122674,-383.7,219.4,3.411
2937,1614.8,124511.5,122716,-387.5,218.8,3.288
2938,1615.35,124551.6,122758,-390.2,218.4,3.27
2939,1615.9,124592,122801,-382.6,219.6,3.421
2940,1616.45,124630.6,122844,-391.4,218.2,3.136
2941,1617,124672.7,122887,-384.7,219.3,3.31
2942,1617.55,124712.6,122929,-389,218.6,3.42
2943,1618.1,124751.3,122971,-379.8,220.1,3.426
2944,1618.65,124789.9,123013,-389,218.6,3.292
2945,1619.2,124830,123055.3333,-390.1,218.4,3.199
2946,1619.75,124871.4,123097.6667,-383.5,219.5,3.465
2947,1620.3,124909.5,123140,-381.4,219.8,3.532
2948,1620.85,124947,123180.3333,-384,219.4,3.508
2949,1621.4,124984.7,123220.6667,-383.9,219.4,3.441
2950,1621.95,125023.2,123261,-388.7,218.6,3.402
2951,1622.5,125062.1,123301.3333,-379,220.2,3.499
2952,1623.05,125100,123341.6667,-383.9,219.4,3.55
2953,1623.6,125137.3,123382,-385.5,219.2,3.409
2954,1624.15,125176.2,123423.6667,-382.9,219.6,3.445
2955,1624.7,125214.7,123465.3333,-388,218.7,3.242
2956,1625.25,125255.6,123507,-392.8,217.9,3.223
2957,1625.8,125296.7,123548.6667,-382.6,219.6,3.376
2958,1626.35,125336,123590.3333,-382.9,219.6,3.531
2959,1626.9,125373.6,123632,-383.4,219.5,3.679
2960,1627.45,125409.7,123670,-374.5,221,3.705
2961,1628,125445.5,123708,-382.6,219.6,3.707
2962,1628.55,125481.3,123746,-379.8,220.1,3.771
2963,1629.1,125516.6,123784.3333,-375.6,220.8,3.683
2964,1629.65,125552.6,123822.6667,-386,219.1,3.596
2965,1630.2,125589.6,123861,-382.7,219.6,3.501
2966,1630.75,125627.6,123900.6667,-384.9,219.3,3.495
2967,1631.3,125665.6,123940.3333,-380,220.1,3.459
2968,1631.85,125704,123980,-389.2,218.6,3.357
2969,1632.4,125743.7,124023.6667,-388.3,218.7,3.198
2970,1632.95,125785.2,124067.3333,-392.5,218,3.054
2971,1633.5,125828.8,124111,-386.4,219,3.358
2972,1634.05,125868.5,124154,-384.4,219.3,3.3
2973,1634.6,125908.8,124197,-392.3,218,3.123
2974,1635.15,125951.5,124240,-393.9,217.8,3.063
2975,1635.7,125994.9,124283,-387.2,218.9,3.225
2976,1636.25,126036.2,124326,-384.8,219.3,3.422
2977,1636.8,126075.2,124369,-381,219.9,3.512
2978,1637.35,126113.1,124410,-388,218.8,3.427
2979,1637.9,126152,124451,-384,219.4,3.313
2980,1638.45,126192.2,124492,-390.7,218.3,3.185
2981,1639,126234.1,124536,-392.5,218,3.045
2982,1639.55,126277.9,124580,-385,219.3,3.331
2983,1640.1,126317.9,124624,-391.8,218.1,3.156
2984,1640.65,126360.2,124667.3333,-389.7,218.5,3.205
2985,1641.2,126401.8,124710.6667,-385.2,219.2,3.308
2986,1641.75,126442.2,124754,-386.8,219,3.33
2987,1642.3,126482.3,124797.3333,-388.6,218.7,3.217
2988,1642.85,126523.8,124840.6667,-391.5,218.2,3.155
2989,1643.4,126566.1,124884,-385.8,219.1,3.281
2990,1643.95,126606.8,124926,-387.1,218.9,3.357
2991,1644.5,126646.6,124968,-385,219.3,3.387
2992,1645.05,126686,125010,-384.1,219.4,3.438
2993,1645.6,126724.9,125053,-390.3,218.4,3.166
2994,1646.15,126767.1,125096,-389.5,218.5,3.174
2995,1646.7,126809.2,125139,-389.1,218.6,3.207
2996,1647.25,126850.9,125183,-388.1,218.7,3.202
2997,1647.8,126892.7,125227,-390.6,218.3,3.171
2998,1648.35,126934.8,125271,-387.3,218.9,3.255
2999,1648.9,126975.9,125317,-393.5,217.8,2.974
3000,1649.45,127020.9,125363,-395.8,217.5,3.005
3001,1650,127065.4,125409,-384.4,219.4,3.239
3002,1650.55,127106.7,125452.3333,-388.6,218.7,3.26
3003,1651.1,127147.7,125495.6667,-390.5,218.3,3.155
3004,1651.65,127190.2,125539,-390.3,218.4,3.161
3005,1652.2,127232.5,125582.3333,-383.2,219.5,3.424
3006,1652.75,127271.6,125625.6667,-392.2,218.1,3.201
3007,1653.3,127313.4,125669,-384,219.4,3.234
3008,1653.85,127354.8,125713,-391.8,218.1,3.182
3009,1654.4,127396.9,125757,-391.4,218.2,3.15
3010,1654.95,127439.4,125801,-384.4,219.4,3.358
3011,1655.5,127479.3,125844,-384.4,219.4,3.361
3012,1656.05,127519.1,125887,-394.2,217.7,3.07
3013,1656.6,127562.8,125930,-390.1,218.4,3.032
3014,1657.15,127607,125977,-394.8,217.6,2.989
3015,1657.7,127651.8,126024,-393.8,217.8,3.014
3016,1658.25,127696.2,126071,-388.7,218.6,3.135
3017,1658.8,127739,126114.6667,-389.7,218.5,3.19
3018,1659.35,127781,126158.3333,-386,219.1,3.357
3019,1659.9,127820.9,126202,-385.1,219.2,3.363
3020,1660.45,127860.8,126243.6667,-387.6,218.8,3.406
3021,1661,127900.1,126285.3333,-382.2,219.7,3.491
3022,1661.55,127938.5,126327,-380.9,219.9,3.628
3023,1662.1,127975.5,126366.6667,-383.6,219.5,3.516
3024,1662.65,128013.7,126406.3333,-382.7,219.6,3.642
3025,1663.2,128050.5,126446,-377.1,220.6,3.72
3026,1663.75,128086.6,126484.3333,-381.2,219.9,3.7
3027,1664.3,128122.9,126522.6667,-377.2,220.5,3.726
3028,1664.85,128158.9,126561,-383.5,219.5,3.692
3029,1665.4,128195.2,126599.6667,-379.5,220.2,3.67
3030,1665.95,128231.8,126638.3333,-377,220.6,3.833
3031,1666.5,128266.8,126677,-380.3,220,3.638
3032,1667.05,128303.7,126717.6667,-384.8,219.3,3.535
3033,1667.6,128341.7,126758.3333,-383.2,219.5,3.498
3034,1668.15,128380.1,126799,-382.6,219.6,3.577
3035,1668.7,128417.6,126838.6667,-380.4,220,3.682
3036,1669.25,128454.1,126878.3333,-378.9,220.3,3.628
3037,1669.8,128491.1,126918,-386.1,219.1,3.458
3038,1670.35,128530,126959.6667,-384.7,219.3,3.442
3039,1670.9,128569,127001.3333,-383.5,219.5,3.59
3040,1671.45,128606.4,127043,-378,220.4,3.748
3041,1672,128642.3,127081.6667,-375.9,220.8,3.916
3042,1672.55,128676.6,127120.3333,-381.2,219.9,3.673
3043,1673.1,128713.2,127159,-379.2,220.2,3.741
3044,1673.65,128749.1,127198.6667,-378.1,220.4,3.75
3045,1674.2,128785,127238.3333,-383.5,219.5,3.579
3046,1674.75,128822.6,127278,-378,220.4,3.664
3047,1675.3,128859.3,127318.3333,-379.2,219.3,3.715
3048,1675.85,128895.5,127358.6667,-376.1,220.7,3.771
3049,1676.4,128931.2,127399,-378.7,220.3,3.948
3050,1676.95,128965.2,127435.6667,-369.1,221.9,4.079
3051,1677.5,128998.2,127472.3333,-375.3,220.8,4.161
3052,1678.05,129030.6,127509,-376.6,221,4.138
3053,1678.6,129063.1,127545.3333,-369.4,221.8,4.189
3054,1679.15,129095.2,127581.6667,-373,221.2,4.231
3055,1679.7,129127,127618,-375.1,220.9,4.111
3056,1680.25,129159.8,127654.6667,-370.6,221.6,4.167
3057,1680.8,129192.1,127691.3333,-379.5,221.4,4.237
3058,1681.35,129223.9,127728,-374.3,221,4.044
3059,1681.9,129257.2,127765.6667,-375.5,220.8,4.013
3060,1682.45,129290.7,127803.3333,-375.8,220.7,3.996
3061,1683,129324.4,127841,-381.9,222,4.145
3062,1683.55,129356.9,127878.6667,-378.8,220.2,4.162
3063,1684.1,129389.3,127916.3333,-370.8,221.6,4.16
3064,1684.65,129421.7,127954,-381.4,221.8,4.399
3065,1685.2,129452.3,127989.3333,-367.7,222.1,4.448
3066,1685.75,129482.6,128024.6667,-370.6,221.6,4.415
3067,1686.3,129513.1,128060,-365.8,222.4,4.499
3068,1686.85,129543.1,128095.3333,-366.2,222.3,4.576
3069,1687.4,129572.6,128130.6667,-370.1,221.1,4.36
3070,1687.95,129603.5,128166,-366,222.3,4.398
3071,1688.5,129634.1,128200.6667,-371.3,222.4,4.641
3072,1689.05,129663.2,128235.3333,-375.7,222.3,4.479
3073,1689.6,129693.3,128270,-371.2,221.5,4.343
3074,1690.15,129724.4,128306,-365,220.9,4.419
3075,1690.7,129754.9,128342,-361.2,223.1,4.406
3076,1691.25,129785.6,128378,-370.2,221.6,4.352
3077,1691.8,129816.6,128414.3333,-373.9,221,4.307
3078,1692.35,129847.9,128450.6667,-368,222,4.297
3079,1692.9,129879.3,128487,-366.2,222.3,4.467
3080,1693.45,129909.5,128523.6667,-370.9,221.5,4.292
3081,1694,129941,128560.3333,-374.7,220.9,4.083
3082,1694.55,129974.1,128597,-370.8,221.5,4.255
3083,1695.1,130005.8,128635,-370.2,221.6,4.159
3084,1695.65,130038.3,128673,-377.6,220.4,3.944
3085,1696.2,130072.6,128711,-372.3,221.2,4.143
3086,1696.75,130105.2,128748,-371.4,221.4,4.202
3087,1697.3,130137.4,128785,-370.1,221.6,4.251
3088,1697.85,130169.2,128822,-373,221.1,4.098
3089,1698.4,130202.2,128859.3333,-374.5,220.9,4.118
3090,1698.95,130235,128896.6667,-368.6,221.8,4.307
3091,1699.5,130266.4,128934,-370.3,221.6,4.289
3092,1700.05,130298,128969.3333,-370.4,221.5,4.284
3093,1700.6,130329.5,129004.6667,-365.6,222.3,4.343
3094,1701.15,130360.7,129040,-377.1,220.4,4.119
3095,1701.7,130393.5,129079.3333,-375,220.8,3.93
3096,1702.25,130428,129118.6667,-375.6,220.7,4.117
3097,1702.8,130460.9,129158,-366.6,222.2,4.196
3098,1703.35,130493.1,129194.6667,-372.1,221.3,4.275
3099,1703.9,130524.8,129231.3333,-374.3,220.9,4.124
3100,1704.45,130557.7,129268,-370,221.6,4.132
3101,1705,130590.5,129305.3333,-373,221.1,4.152
